sid,DOI,figureid,fignum,sampleid,samplename,composition,Temperature,Carrier concentration,Electrical conductivity,Electrical resistivity,Hall coefficient,Hall movility,Lattice thermal conductivity,Power factor,Seebeck coefficient,Thermal conductivity,ZT,total thermal conductivity,Figure of merit Z
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,2.915e+26,,,,0.00058744,,,0.00020277,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,2.92e+26,,,,0.00058732,,,0.0002027,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,2.925e+26,,,,0.00058719,,,0.00020263,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,2.93e+26,,,,0.00058707,,,0.00020257,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,2.935e+26,,,,0.00058695,,,0.0002025,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,2.94e+26,,,,0.00058683,,,0.00020243,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,2.945e+26,,,,0.00058671,,,0.00020236,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,2.95e+26,,,,0.00058659,,,0.00020229,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,2.955e+26,,,,0.00058647,,,0.00020223,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,2.96e+26,,,,0.00058634,,,0.00020216,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,2.965e+26,,,,0.00058622,,,0.00020209,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,2.97e+26,,,,0.0005861,,,0.00020202,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,2.975e+26,,,,0.00058598,,,0.00020196,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,2.98e+26,,,,0.00058586,,,0.00020189,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,2.985e+26,,,,0.00058574,,,0.00020182,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,2.99e+26,,,,0.00058562,,,0.00020175,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,2.995e+26,,,,0.0005855,,,0.00020168,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3e+26,,,,0.00058537,,,0.00020162,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.005e+26,,,,0.00058525,,,0.00020155,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.01e+26,,,,0.00058513,,,0.00020148,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.015e+26,,,,0.00058501,,,0.00020141,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.02e+26,,,,0.00058489,,,0.00020135,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.025e+26,,,,0.00058477,,,0.00020128,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.03e+26,,,,0.00058465,,,0.00020121,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.035e+26,,,,0.00058452,,,0.00020114,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.04e+26,,,,0.0005844,,,0.00020107,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.045e+26,,,,0.00058428,,,0.00020101,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.05e+26,,,,0.00058416,,,0.00020094,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.055e+26,,,,0.00058404,,,0.00020087,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.06e+26,,,,0.00058392,,,0.0002008,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.065e+26,,,,0.0005838,,,0.00020074,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.07e+26,,,,0.00058368,,,0.00020067,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.075e+26,,,,0.00058355,,,0.0002006,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.08e+26,,,,0.00058343,,,0.00020053,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.085e+26,,,,0.00058331,,,0.00020046,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.09e+26,,,,0.00058319,,,0.0002004,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.095e+26,,,,0.00058307,,,0.00020033,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.1e+26,,,,0.00058295,,,0.00020026,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.105e+26,,,,0.00058283,,,0.00020019,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.11e+26,,,,0.00058271,,,0.00020013,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.115e+26,,,,0.00058258,,,0.00020006,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.12e+26,,,,0.00058246,,,0.00019999,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.125e+26,,,,0.00058234,,,0.00019992,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.13e+26,,,,0.00058222,,,0.00019985,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.135e+26,,,,0.0005821,,,0.00019979,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.14e+26,,,,0.00058198,,,0.00019972,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.145e+26,,,,0.00058186,,,0.00019965,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.15e+26,,,,0.00058173,,,0.00019958,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.155e+26,,,,0.00058161,,,0.00019952,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.16e+26,,,,0.00058149,,,0.00019945,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.165e+26,,,,0.00058137,,,0.00019938,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.17e+26,,,,0.00058125,,,0.00019931,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.175e+26,,,,0.00058113,,,0.00019925,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.18e+26,,,,0.00058101,,,0.00019918,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.185e+26,,,,0.00058089,,,0.00019911,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.19e+26,,,,0.00058076,,,0.00019904,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.195e+26,,,,0.00058064,,,0.00019897,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.2e+26,,,,0.00058052,,,0.00019891,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.205e+26,,,,0.0005804,,,0.00019884,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.21e+26,,,,0.00058028,,,0.00019877,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.215e+26,,,,0.00058016,,,0.0001987,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.22e+26,,,,0.00058004,,,0.00019864,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.225e+26,,,,0.00057991,,,0.00019857,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.23e+26,,,,0.00057979,,,0.0001985,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.235e+26,,,,0.00057967,,,0.00019843,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.24e+26,,,,0.00057955,,,0.00019836,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.245e+26,,,,0.00057943,,,0.0001983,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.25e+26,,,,0.00057931,,,0.00019823,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.255e+26,,,,0.00057919,,,0.00019816,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.26e+26,,,,0.00057907,,,0.00019809,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.265e+26,,,,0.00057894,,,0.00019803,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.27e+26,,,,0.00057882,,,0.00019796,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.275e+26,,,,0.0005787,,,0.00019789,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.28e+26,,,,0.00057858,,,0.00019782,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.285e+26,,,,0.00057846,,,0.00019775,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.29e+26,,,,0.00057834,,,0.00019769,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.295e+26,,,,0.00057822,,,0.00019762,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.3e+26,,,,0.0005781,,,0.00019755,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.305e+26,,,,0.00057797,,,0.00019748,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.31e+26,,,,0.00057785,,,0.00019742,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.315e+26,,,,0.00057773,,,0.00019735,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.32e+26,,,,0.00057761,,,0.00019728,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.325e+26,,,,0.00057749,,,0.00019721,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.33e+26,,,,0.00057737,,,0.00019714,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.335e+26,,,,0.00057725,,,0.00019708,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.34e+26,,,,0.00057712,,,0.00019701,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.345e+26,,,,0.000577,,,0.00019694,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.35e+26,,,,0.00057688,,,0.00019687,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.355e+26,,,,0.00057676,,,0.00019681,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.36e+26,,,,0.00057664,,,0.00019674,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.365e+26,,,,0.00057652,,,0.00019667,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.37e+26,,,,0.0005764,,,0.0001966,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.375e+26,,,,0.00057628,,,0.00019653,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.38e+26,,,,0.00057615,,,0.00019647,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.385e+26,,,,0.00057603,,,0.0001964,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.39e+26,,,,0.00057591,,,0.00019633,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.395e+26,,,,0.00057579,,,0.00019626,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.4e+26,,,,0.00057567,,,0.0001962,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.405e+26,,,,0.00057555,,,0.00019613,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.41e+26,,,,0.00057543,,,0.00019606,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.415e+26,,,,0.0005753,,,0.00019599,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.42e+26,,,,0.00057518,,,0.00019592,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.425e+26,,,,0.00057506,,,0.00019586,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.43e+26,,,,0.00057494,,,0.00019579,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.435e+26,,,,0.00057482,,,0.00019572,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.44e+26,,,,0.0005747,,,0.00019565,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.445e+26,,,,0.00057458,,,0.00019559,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.45e+26,,,,0.00057446,,,0.00019552,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.455e+26,,,,0.00057433,,,0.00019545,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.46e+26,,,,0.00057421,,,0.00019538,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.465e+26,,,,0.00057409,,,0.00019532,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.47e+26,,,,0.00057397,,,0.00019525,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.475e+26,,,,0.00057385,,,0.00019518,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.48e+26,,,,0.00057373,,,0.00019511,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.485e+26,,,,0.00057361,,,0.00019504,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.49e+26,,,,0.00057348,,,0.00019498,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.495e+26,,,,0.00057336,,,0.00019491,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.5e+26,,,,0.00057324,,,0.00019484,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.505e+26,,,,0.00057312,,,0.00019477,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.51e+26,,,,0.000573,,,0.00019471,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.515e+26,,,,0.00057288,,,0.00019464,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.52e+26,,,,0.00057276,,,0.00019457,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.525e+26,,,,0.00057264,,,0.0001945,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.53e+26,,,,0.00057251,,,0.00019443,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.535e+26,,,,0.00057239,,,0.00019437,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.54e+26,,,,0.00057227,,,0.0001943,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.545e+26,,,,0.00057215,,,0.00019423,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.55e+26,,,,0.00057203,,,0.00019416,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.555e+26,,,,0.00057191,,,0.0001941,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.56e+26,,,,0.00057179,,,0.00019403,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.565e+26,,,,0.00057167,,,0.00019396,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.57e+26,,,,0.00057154,,,0.00019389,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.575e+26,,,,0.00057142,,,0.00019382,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.58e+26,,,,0.0005713,,,0.00019376,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.585e+26,,,,0.00057118,,,0.00019369,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.59e+26,,,,0.00057106,,,0.00019362,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.595e+26,,,,0.00057094,,,0.00019355,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.6e+26,,,,0.00057082,,,0.00019349,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.605e+26,,,,0.00057069,,,0.00019342,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.61e+26,,,,0.00057057,,,0.00019335,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.615e+26,,,,0.00057045,,,0.00019328,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.62e+26,,,,0.00057033,,,0.00019321,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.625e+26,,,,0.00057021,,,0.00019315,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.63e+26,,,,0.00057009,,,0.00019308,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.635e+26,,,,0.00056997,,,0.00019301,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.64e+26,,,,0.00056985,,,0.00019294,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.645e+26,,,,0.00056972,,,0.00019288,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.65e+26,,,,0.0005696,,,0.00019281,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.655e+26,,,,0.00056948,,,0.00019274,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.66e+26,,,,0.00056936,,,0.00019267,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.665e+26,,,,0.00056924,,,0.0001926,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.67e+26,,,,0.00056912,,,0.00019254,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.675e+26,,,,0.000569,,,0.00019247,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.68e+26,,,,0.00056887,,,0.0001924,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.685e+26,,,,0.00056875,,,0.00019233,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.69e+26,,,,0.00056863,,,0.00019227,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.695e+26,,,,0.00056851,,,0.0001922,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.7e+26,,,,0.00056839,,,0.00019213,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.705e+26,,,,0.00056827,,,0.00019206,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.71e+26,,,,0.00056815,,,0.00019199,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.715e+26,,,,0.00056803,,,0.00019193,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.72e+26,,,,0.0005679,,,0.00019186,,,,
18650,10.1016/j.jmat.2015.09.001,26377,4(a),31991,Sn(1-x)MnxTe_ x=0.15,undefined,,3.725e+26,,,,0.00056778,,,0.00019179,,,,
