sid,DOI,figureid,fignum,sampleid,samplename,composition,Temperature,Carrier concentration,Electrical conductivity,Electrical resistivity,Electronic thermal conductivity,Hall concentration,Hall movility,Lattice thermal conductivity,Power factor,Seebeck coefficient,Thermal conductivity,ZT,hall density,Figure of merit Z
11048,10.1007/s11664-009-0669-7,17608,2_S,21143,1%NaTe,1%AgTe+AgSbTe2,250,,11034,0.00009063,,,,,0.00075349,0.00026132,,0.36664,,
11048,10.1007/s11664-009-0669-7,17607,1(c),21144,1.5%TlTe+AgSbTe2,1.5%TlTe+AgSbTe2,300,,14196,0.000070441,,,,,0.0011433,0.00028379,0.64087,0.64537,,0.0017839812
11048,10.1007/s11664-009-0669-7,17607,1(c),21144,1.5%TlTe+AgSbTe2,1.5%TlTe+AgSbTe2,350,,15834,0.000063155,,,,,0.0014868,0.00030643,0.6323,0.81252,,0.0023514155
11048,10.1007/s11664-009-0669-7,17607,1(c),21144,1.5%TlTe+AgSbTe2,1.5%TlTe+AgSbTe2,400,,,,,,,,,0.00032908,0.62372,0.97966,,
11048,10.1007/s11664-009-0669-7,17607,1(c),21144,1.5%TlTe+AgSbTe2,1.5%TlTe+AgSbTe2,450,,,,,,,,,,0.61514,,,
11048,10.1007/s11664-009-0669-7,17608,2_S,21144,1.5%TlTe+AgSbTe2,1.5%TlTe+AgSbTe2,100,,10042,0.000099585,,,,,0.00037483,0.0001932,,-0.023204,,
11048,10.1007/s11664-009-0669-7,17608,2_S,21144,1.5%TlTe+AgSbTe2,1.5%TlTe+AgSbTe2,150,,10834,0.000092299,,,,,0.00050477,0.00021585,,0.14394,,
11048,10.1007/s11664-009-0669-7,17608,2_S,21144,1.5%TlTe+AgSbTe2,1.5%TlTe+AgSbTe2,200,,11763,0.000085013,,,,,0.00066905,0.00023849,,0.31108,,
11048,10.1007/s11664-009-0669-7,17608,2_S,21144,1.5%TlTe+AgSbTe2,1.5%TlTe+AgSbTe2,250,,12866,0.000077727,,,,,0.00087739,0.00026114,,0.47823,,
11048,10.1007/s11664-009-0669-7,17607,1(c),21145,1%BiTe,1%BiTe+AgSbTe2,300,,11645,0.000085874,,,,,0.00078182,0.00025911,0.64236,0.29672,,0.0012171057
11048,10.1007/s11664-009-0669-7,17607,1(c),21145,1%BiTe,1%BiTe+AgSbTe2,350,,10791,0.000092666,,,,,0.00087429,0.00028464,0.63681,0.36299,,0.0013729213
11048,10.1007/s11664-009-0669-7,17607,1(c),21145,1%BiTe,1%BiTe+AgSbTe2,400,,,,,,,,,0.00031018,0.63127,0.42926,,
11048,10.1007/s11664-009-0669-7,17607,1(c),21145,1%BiTe,1%BiTe+AgSbTe2,450,,,,,,,,,,0.62572,,,
11048,10.1007/s11664-009-0669-7,17608,2_S,21145,1%BiTe,1%BiTe+AgSbTe2,100,,17034,0.000058705,,,,,0.00041971,0.00015697,,0.03164,,
11048,10.1007/s11664-009-0669-7,17608,2_S,21145,1%BiTe,1%BiTe+AgSbTe2,150,,15268,0.000065497,,,,,0.00050852,0.0001825,,0.09791,,
11048,10.1007/s11664-009-0669-7,17608,2_S,21145,1%BiTe,1%BiTe+AgSbTe2,200,,13833,0.000072289,,,,,0.0005987,0.00020804,,0.16418,,
11048,10.1007/s11664-009-0669-7,17608,2_S,21145,1%BiTe,1%BiTe+AgSbTe2,250,,12645,0.000079082,,,,,0.00068985,0.00023357,,0.23045,,
11048,10.1007/s11664-009-0669-7,17607,1(c),21146,1%excessPb,1%+AgSbTe2,300,,7914.5,0.00012635,,,,,0.00074181,0.00030615,0.70312,0.26348,,0.0010550262
11048,10.1007/s11664-009-0669-7,17607,1(c),21146,1%excessPb,1%+AgSbTe2,350,,7309.4,0.00013681,,,,,0.00081068,0.00033303,0.69198,0.32178,,0.0011715367
11048,10.1007/s11664-009-0669-7,17607,1(c),21146,1%excessPb,1%+AgSbTe2,400,,6790.2,0.00014727,,,,,0.00087962,0.00035992,0.68084,0.38008,,0.0012919629
11048,10.1007/s11664-009-0669-7,17607,1(c),21146,1%excessPb,1%+AgSbTe2,450,,,,,,,,,,0.6697,,,
11048,10.1007/s11664-009-0669-7,17608,2_S,21146,1%excessPb,1%+AgSbTe2,100,,11832,0.00008452,,,,,0.00046682,0.00019863,,0.030279,,
11048,10.1007/s11664-009-0669-7,17608,2_S,21146,1%excessPb,1%+AgSbTe2,150,,10529,0.000094979,,,,,0.00053545,0.00022551,,0.088579,,
11048,10.1007/s11664-009-0669-7,17608,2_S,21146,1%excessPb,1%+AgSbTe2,200,,9484.1,0.00010544,,,,,0.00060414,0.00025239,,0.14688,,
11048,10.1007/s11664-009-0669-7,17608,2_S,21146,1%excessPb,1%+AgSbTe2,250,,8628.1,0.0001159,,,,,0.00067292,0.00027927,,0.20518,,
11048,10.1007/s11664-009-0669-7,17608,2_S,21147,1%NaSe0.5Te0.5,1%NaSe0.5Te0.5+AgSbTe2,100,,39643,0.000025225,,,,,0.00081384,0.00014328,,0.070773,,
11048,10.1007/s11664-009-0669-7,17608,2_S,21147,1%NaSe0.5Te0.5,1%NaSe0.5Te0.5+AgSbTe2,150,,35050,0.000028531,,,,,0.0010374,0.00017204,,0.25486,,
11048,10.1007/s11664-009-0669-7,17608,2_S,21147,1%NaSe0.5Te0.5,1%NaSe0.5Te0.5+AgSbTe2,200,,31409,0.000031838,,,,,0.0012663,0.00020079,,0.43895,,
11048,10.1007/s11664-009-0669-7,17608,2_S,21147,1%NaSe0.5Te0.5,1%NaSe0.5Te0.5+AgSbTe2,250,,28454,0.000035144,,,,,0.0014993,0.00022955,,0.62304,,
11048,10.1007/s11664-009-0669-7,17608,2_S,21147,1%NaSe0.5Te0.5,1%NaSe0.5Te0.5+AgSbTe2,300,,26008,0.00003845,,,,,0.0017352,0.0002583,,0.80713,,
11048,10.1007/s11664-009-0669-7,17608,2_S,21147,1%NaSe0.5Te0.5,1%NaSe0.5Te0.5+AgSbTe2,350,,23948,0.000041757,,,,,0.0019734,0.00028706,,0.99122,,
11048,10.1007/s11664-009-0669-7,17609,2_ER,21147,1%NaSe0.5Te0.5,1%NaSe0.5Te0.5+AgSbTe2,400,,22191,0.000045063,,,,,,,,1.1753,,
