sid,DOI,figureid,fignum,sampleid,samplename,composition,Temperature,Electrical conductivity,Lattice thermal conductivity,Seebeck coefficient,Thermal conductivity,ZT,Electrical resistivity,Power factor,Figure of merit Z
1676,10.1016/j.jallcom.2010.10.131,17345,5(a),20837,x=0.01_y=0.02,Na0.01Ag0.99SbTe2.02 ,500,21984,0.36118,0.00024059,0.55368,1.1678,0.0000454876,0.0012725119,0.0022982805
1676,10.1016/j.jallcom.2010.10.131,17345,5(a),20837,x=0.01_y=0.02,Na0.01Ag0.99SbTe2.02 ,550,22623,0.33806,0.00024019,0.5545,1.3073,0.0000442028,0.0013051488,0.00235374
1676,10.1016/j.jallcom.2010.10.131,17345,5(a),20837,x=0.01_y=0.02,Na0.01Ag0.99SbTe2.02 ,600,23262,0.31494,0.00023978,0.55532,1.4468,0.0000429886,0.0013374359,0.0024084057
1676,10.1016/j.jallcom.2010.10.131,17345,5(a),20837,x=0.01_y=0.02,Na0.01Ag0.99SbTe2.02 ,650,23901,0.29182,0.00023938,0.55614,1.5863,0.0000418393,0.0013695938,0.0024626782
1676,10.1016/j.jallcom.2010.10.131,17345,5(a),20838,x=0.02_y=0.02,Na0.02Ag0.98SbTe2.02,350,22745,0.4495,0.0002359,0.58394,0.77112,0.0000439657,0.0012657322,0.0021675723
1676,10.1016/j.jallcom.2010.10.131,17345,5(a),20838,x=0.02_y=0.02,Na0.02Ag0.98SbTe2.02,400,22996,0.4376,0.00023639,0.59449,0.87532,0.0000434858,0.0012850218,0.0021615533
1676,10.1016/j.jallcom.2010.10.131,17345,5(a),20838,x=0.02_y=0.02,Na0.02Ag0.98SbTe2.02,450,23246,0.4257,0.00023688,0.60503,0.97953,0.0000430182,0.0013043827,0.0021558975
1676,10.1016/j.jallcom.2010.10.131,17345,5(a),20838,x=0.02_y=0.02,Na0.02Ag0.98SbTe2.02,500,23497,0.4138,0.00023737,0.61557,1.0837,0.0000425586,0.0013239271,0.0021507337
1676,10.1016/j.jallcom.2010.10.131,17345,5(a),20838,x=0.02_y=0.02,Na0.02Ag0.98SbTe2.02,550,23747,0.4019,0.00023786,0.62611,1.1879,0.0000421106,0.001343543,0.0021458578
1676,10.1016/j.jallcom.2010.10.131,17345,5(a),20838,x=0.02_y=0.02,Na0.02Ag0.98SbTe2.02,600,23998,0.39,0.00023834,0.63666,1.2921,0.0000416701,0.0013632293,0.0021412203
1676,10.1016/j.jallcom.2010.10.131,17345,5(a),20838,x=0.02_y=0.02,Na0.02Ag0.98SbTe2.02,650,24248,0.3781,0.00023883,0.6472,1.3964,0.0000412405,0.0013831003,0.0021370524
