sid,DOI,figureid,fignum,sampleid,samplename,composition,Temperature,Carrier concentration,Carrier mobility,Electrical conductivity,Electrical resistivity,Hall concentration,Hall movility,Lattice thermal conductivity,Power factor,Seebeck coefficient,Thermal conductivity,ZT,hall density,Figure of merit Z
3404,10.1016/j.jssc.2012.06.019,3133,4(a),4362,CeFe3.9Co0.1Sb12,CeFe3.9Co0.1Sb12,700,,,139070,0.0000071906,,,,0.0028188,0.00014237,,,,
3404,10.1016/j.jssc.2012.06.019,3133,4(a),4362,CeFe3.9Co0.1Sb12,CeFe3.9Co0.1Sb12,750,,,131970,0.0000075775,,,,0.0029429,0.00014933,,,,
3404,10.1016/j.jssc.2012.06.019,3133,4(a),4362,CeFe3.9Co0.1Sb12,CeFe3.9Co0.1Sb12,800,,,124860,0.000008009,,,,,,,,,
3404,10.1016/j.jssc.2012.06.019,3135,4(b),4363,x=0,CeFe4Sb12,350,,,195850,0.0000051059,,,1.399,0.0017295,0.000090837,2.8019,0.20662,,0.0006172597
3404,10.1016/j.jssc.2012.06.019,3135,4(b),4363,x=0,CeFe4Sb12,400,,,189060,0.0000052893,,,1.2997,0.0018796,0.000098793,2.7986,0.27811,,0.0006716215
3404,10.1016/j.jssc.2012.06.019,3135,4(b),4363,x=0,CeFe4Sb12,450,,,182270,0.0000054864,,,1.2004,0.0020297,0.00010704,2.7953,0.3496,,0.0007261117
3404,10.1016/j.jssc.2012.06.019,3135,4(b),4363,x=0,CeFe4Sb12,500,,,175480,0.0000056987,,,1.1011,0.0021799,0.00011502,2.7919,0.4211,,0.0007807944
3404,10.1016/j.jssc.2012.06.019,3135,4(b),4363,x=0,CeFe4Sb12,550,,,168690,0.000005928,,,1.0018,0.00233,0.00012235,2.7886,0.49259,,0.0008355447
3404,10.1016/j.jssc.2012.06.019,3135,4(b),4363,x=0,CeFe4Sb12,600,,,161910,0.0000061763,,,0.90244,0.0024802,0.00012872,2.7853,0.56408,,0.0008904606
3404,10.1016/j.jssc.2012.06.019,3135,4(b),4363,x=0,CeFe4Sb12,650,,,155120,0.0000064466,,,0.80312,0.0026303,0.00013398,2.782,0.63558,,0.0009454709
3404,10.1016/j.jssc.2012.06.019,3135,4(b),4363,x=0,CeFe4Sb12,700,,,148330,0.0000067417,,,0.7038,0.0027805,0.00013809,2.7787,0.70707,,0.0010006478
3404,10.1016/j.jssc.2012.06.019,3135,4(b),4363,x=0,CeFe4Sb12,750,,,141540,0.0000070651,,,0.60448,0.0029306,0.00014115,2.7754,0.77856,,0.0010559199
3404,10.1016/j.jssc.2012.06.019,3152,4(c),4363,x=0,CeFe4Sb12,300,,,,,,,,0.0015793,0.000083836,2.8052,0.13512,,0.0005629902
3404,10.1016/j.jssc.2012.06.019,3154,5(a),4363,x=0,CeFe4Sb12,800,,,,,,,0.50516,,,2.7721,,,
3404,10.1016/j.jssc.2012.06.019,3154,5(a),4363,x=0,CeFe4Sb12,850,,,,,,,,,,2.7687,,,
3404,10.1016/j.jssc.2012.06.019,3135,4(b),4364,x=0.03,CeFe3.97Ga0.03Sb12,300,,,197440,0.0000050648,,,,0.0015146,0.00008409,2.7981,0.12694,,0.0005412959
3404,10.1016/j.jssc.2012.06.019,3135,4(b),4364,x=0.03,CeFe3.97Ga0.03Sb12,350,,,190440,0.000005251,,,1.4218,0.0016623,0.00009041,2.7924,0.19722,,0.0005952944
3404,10.1016/j.jssc.2012.06.019,3135,4(b),4364,x=0.03,CeFe3.97Ga0.03Sb12,400,,,183450,0.0000054511,,,1.3276,0.0018101,0.000098009,2.7867,0.2675,,0.0006495496
3404,10.1016/j.jssc.2012.06.019,3135,4(b),4364,x=0.03,CeFe3.97Ga0.03Sb12,450,,,176450,0.0000056673,,,1.2334,0.0019579,0.00010608,2.781,0.33777,,0.0007040273
3404,10.1016/j.jssc.2012.06.019,3135,4(b),4364,x=0.03,CeFe3.97Ga0.03Sb12,500,,,169450,0.0000059014,,,1.1392,0.0021057,0.00011408,2.7753,0.40805,,0.0007587288
3404,10.1016/j.jssc.2012.06.019,3135,4(b),4364,x=0.03,CeFe3.97Ga0.03Sb12,550,,,162460,0.0000061554,,,1.045,0.0022534,0.00012165,2.7696,0.47833,,0.0008136193
3404,10.1016/j.jssc.2012.06.019,3135,4(b),4364,x=0.03,CeFe3.97Ga0.03Sb12,600,,,155460,0.0000064325,,,0.95075,0.0024012,0.00012856,2.7639,0.54861,,0.0008687724
3404,10.1016/j.jssc.2012.06.019,3135,4(b),4364,x=0.03,CeFe3.97Ga0.03Sb12,650,,,148460,0.0000067358,,,0.85654,0.002549,0.00013458,2.7582,0.61889,,0.0009241534
3404,10.1016/j.jssc.2012.06.019,3135,4(b),4364,x=0.03,CeFe3.97Ga0.03Sb12,700,,,141470,0.0000070686,,,0.76233,0.0026967,0.00013948,2.7525,0.68917,,0.0009797275
3404,10.1016/j.jssc.2012.06.019,3135,4(b),4364,x=0.03,CeFe3.97Ga0.03Sb12,750,,,134470,0.0000074366,,,0.66812,0.0028445,0.00014288,2.7468,0.75945,,0.0010355687
3404,10.1016/j.jssc.2012.06.019,3135,4(b),4364,x=0.03,CeFe3.97Ga0.03Sb12,800,,,127470,0.000007845,,,,,,2.7411,,,
3404,10.1016/j.jssc.2012.06.019,3154,5(a),4364,x=0.03,CeFe3.97Ga0.03Sb12,850,,,,,,,,,,2.7354,,,
3404,10.1016/j.jssc.2012.06.019,3135,4(b),4365,x=0.06,CeFe3.94Ga0.06Sb12,300,,,194470,0.0000051422,,,,0.0014421,0.00008586,2.6732,0.11826,,0.0005394658
3404,10.1016/j.jssc.2012.06.019,3135,4(b),4365,x=0.06,CeFe3.94Ga0.06Sb12,350,,,187810,0.0000053245,,,1.3532,0.0016061,0.000092861,2.6727,0.19373,,0.0006009279
3404,10.1016/j.jssc.2012.06.019,3135,4(b),4365,x=0.06,CeFe3.94Ga0.06Sb12,400,,,181160,0.00000552,,,1.2664,0.0017701,0.000099863,2.6723,0.26919,,0.0006623882
3404,10.1016/j.jssc.2012.06.019,3135,4(b),4365,x=0.06,CeFe3.94Ga0.06Sb12,450,,,174500,0.0000057307,,,1.1795,0.001934,0.00010686,2.6719,0.34466,,0.0007238295
3404,10.1016/j.jssc.2012.06.019,3135,4(b),4365,x=0.06,CeFe3.94Ga0.06Sb12,500,,,167850,0.0000059577,,,1.0927,0.002098,0.00011386,2.6715,0.42013,,0.0007853266
3404,10.1016/j.jssc.2012.06.019,3135,4(b),4365,x=0.06,CeFe3.94Ga0.06Sb12,550,,,161190,0.0000062039,,,1.0059,0.002262,0.00012087,2.6711,0.4956,,0.0008468421
3404,10.1016/j.jssc.2012.06.019,3135,4(b),4365,x=0.06,CeFe3.94Ga0.06Sb12,600,,,154530,0.0000064712,,,0.91901,0.002426,0.00012787,2.6707,0.57107,,0.0009083761
3404,10.1016/j.jssc.2012.06.019,3135,4(b),4365,x=0.06,CeFe3.94Ga0.06Sb12,650,,,147880,0.0000067622,,,0.83217,0.0025899,0.00013487,2.6703,0.64653,,0.000969891
3404,10.1016/j.jssc.2012.06.019,3135,4(b),4365,x=0.06,CeFe3.94Ga0.06Sb12,700,,,141220,0.0000070811,,,0.74532,0.0027539,0.00014187,2.6699,0.722,,0.0010314619
3404,10.1016/j.jssc.2012.06.019,3135,4(b),4365,x=0.06,CeFe3.94Ga0.06Sb12,750,,,134570,0.0000074311,,,0.65848,0.0029179,0.00014887,2.6694,0.79747,,0.0010930921
3404,10.1016/j.jssc.2012.06.019,3135,4(b),4365,x=0.06,CeFe3.94Ga0.06Sb12,800,,,127910,0.000007818,,,,,,2.669,0.87294,,
3404,10.1016/j.jssc.2012.06.019,3154,5(a),4365,x=0.06,CeFe3.94Ga0.06Sb12,850,,,,,,,,,,2.6686,,,
3404,10.1016/j.jssc.2012.06.019,3135,4(b),4366,x=0.1,CeFe3.9Ga0.1Sb12,300,,,193300,0.0000051733,,,,0.0015053,0.000087055,2.7529,0.12397,,0.0005468052
3404,10.1016/j.jssc.2012.06.019,3135,4(b),4366,x=0.1,CeFe3.9Ga0.1Sb12,350,,,186330,0.0000053668,,,1.4109,0.0016709,0.00009412,2.7483,0.19945,,0.0006079758
3404,10.1016/j.jssc.2012.06.019,3135,4(b),4366,x=0.1,CeFe3.9Ga0.1Sb12,400,,,179370,0.0000055751,,,1.3217,0.0018365,0.00010118,2.7438,0.27494,,0.0006693272
3404,10.1016/j.jssc.2012.06.019,3135,4(b),4366,x=0.1,CeFe3.9Ga0.1Sb12,450,,,172400,0.0000058005,,,1.2325,0.0020021,0.00010825,2.7392,0.35042,,0.0007309068
3404,10.1016/j.jssc.2012.06.019,3135,4(b),4366,x=0.1,CeFe3.9Ga0.1Sb12,500,,,165440,0.0000060445,,,1.1433,0.0021676,0.00011531,2.7346,0.42591,,0.0007926571
3404,10.1016/j.jssc.2012.06.019,3135,4(b),4366,x=0.1,CeFe3.9Ga0.1Sb12,550,,,158470,0.0000063103,,,1.0542,0.0023332,0.00012238,2.73,0.50139,,0.000854652
3404,10.1016/j.jssc.2012.06.019,3135,4(b),4366,x=0.1,CeFe3.9Ga0.1Sb12,600,,,151510,0.0000066002,,,0.96497,0.0024988,0.00012944,2.7255,0.57687,,0.0009168226
3404,10.1016/j.jssc.2012.06.019,3135,4(b),4366,x=0.1,CeFe3.9Ga0.1Sb12,650,,,144540,0.0000069185,,,0.87577,0.0026643,0.0001365,2.7209,0.65236,,0.0009791981
3404,10.1016/j.jssc.2012.06.019,3135,4(b),4366,x=0.1,CeFe3.9Ga0.1Sb12,700,,,137570,0.000007269,,,0.78658,0.0028299,0.00014357,2.7163,0.72784,,0.0010418216
3404,10.1016/j.jssc.2012.06.019,3135,4(b),4366,x=0.1,CeFe3.9Ga0.1Sb12,750,,,130610,0.0000076564,,,0.69739,0.0029955,0.00015063,2.7118,0.80333,,0.0011046169
3404,10.1016/j.jssc.2012.06.019,3154,5(a),4366,x=0.1,CeFe3.9Ga0.1Sb12,800,,,,,,,0.6082,,,2.7072,,,
3404,10.1016/j.jssc.2012.06.019,3154,5(a),4366,x=0.1,CeFe3.9Ga0.1Sb12,850,,,,,,,,,,2.7026,,,
3404,10.1016/j.jssc.2012.06.019,3135,4(b),4367,x=0.2,CeFe3.8Ga0.2Sb12,350,,,188620,0.0000053017,,,1.4855,0.0015414,0.000090054,2.8371,0.18438,,0.0005433013
3404,10.1016/j.jssc.2012.06.019,3135,4(b),4367,x=0.2,CeFe3.8Ga0.2Sb12,400,,,181650,0.0000055051,,,1.3972,0.0016947,0.000096825,2.8348,0.25024,,0.00059782
3404,10.1016/j.jssc.2012.06.019,3135,4(b),4367,x=0.2,CeFe3.8Ga0.2Sb12,450,,,174680,0.0000057248,,,1.309,0.0018481,0.0001036,2.8326,0.3161,,0.0006524395
3404,10.1016/j.jssc.2012.06.019,3135,4(b),4367,x=0.2,CeFe3.8Ga0.2Sb12,500,,,167710,0.0000059627,,,1.2208,0.0020015,0.00011037,2.8303,0.38196,,0.0007071689
3404,10.1016/j.jssc.2012.06.019,3135,4(b),4367,x=0.2,CeFe3.8Ga0.2Sb12,550,,,160730,0.0000062216,,,1.1326,0.0021548,0.00011714,2.8281,0.44782,,0.000761925
3404,10.1016/j.jssc.2012.06.019,3135,4(b),4367,x=0.2,CeFe3.8Ga0.2Sb12,600,,,153760,0.0000065036,,,1.0444,0.0023082,0.00012391,2.8258,0.51369,,0.0008168306
3404,10.1016/j.jssc.2012.06.019,3135,4(b),4367,x=0.2,CeFe3.8Ga0.2Sb12,650,,,146790,0.0000068125,,,0.95616,0.0024616,0.00013068,2.8236,0.57955,,0.0008717949
3404,10.1016/j.jssc.2012.06.019,3135,4(b),4367,x=0.2,CeFe3.8Ga0.2Sb12,700,,,139820,0.0000071521,,,0.86794,0.0026149,0.00013745,2.8214,0.64541,,0.0009268094
3404,10.1016/j.jssc.2012.06.019,3135,4(b),4367,x=0.2,CeFe3.8Ga0.2Sb12,750,,,132850,0.0000075273,,,0.77972,0.0027683,0.00014423,2.8191,0.71127,,0.0009819801
3404,10.1016/j.jssc.2012.06.019,3135,4(b),4367,x=0.2,CeFe3.8Ga0.2Sb12,800,,,125880,0.0000079441,,,,,,2.8169,,,
3404,10.1016/j.jssc.2012.06.019,3153,4(d),4367,x=0.2,CeFe3.8Ga0.2Sb12,300,,,,,,,1.5737,0.001388,,2.8393,0.11852,,0.0004888529
3404,10.1016/j.jssc.2012.06.019,3154,5(a),4367,x=0.2,CeFe3.8Ga0.2Sb12,850,,,,,,,,,,2.8146,,,
3422,10.1016/j.jssc.2014.06.042,3157,9,4380,x=1.00,CaFe4Sb12,300,,,,,,,1.6709,,0.000077166,,0.13914,,
3422,10.1016/j.jssc.2014.06.042,3157,9,4380,x=1.00,CaFe4Sb12,350,,,280860,0.0000035605,,,1.5693,0.0018667,0.000081526,3.5633,0.18166,,0.0005238683
3422,10.1016/j.jssc.2014.06.042,3157,9,4380,x=1.00,CaFe4Sb12,400,,,265510,0.0000037664,,,1.4677,0.0019585,0.000085885,3.5799,0.22418,,0.0005470823
3422,10.1016/j.jssc.2014.06.042,3157,9,4380,x=1.00,CaFe4Sb12,450,,,251740,0.0000039724,,,1.3661,0.0020502,0.000090245,3.5965,0.2667,,0.0005700542
3422,10.1016/j.jssc.2014.06.042,3157,9,4380,x=1.00,CaFe4Sb12,500,,,239330,0.0000041784,,,1.2645,0.002142,0.000094604,3.6131,0.30922,,0.0005928427
3422,10.1016/j.jssc.2014.06.042,3157,9,4380,x=1.00,CaFe4Sb12,550,,,228080,0.0000043844,,,1.1629,0.0022338,0.000098964,3.6297,0.35174,,0.0006154228
3422,10.1016/j.jssc.2014.06.042,3157,9,4380,x=1.00,CaFe4Sb12,600,,,217850,0.0000045903,,,1.0613,0.0023256,0.00010332,3.6463,0.39426,,0.0006377972
3422,10.1016/j.jssc.2014.06.042,3157,9,4380,x=1.00,CaFe4Sb12,650,,,208490,0.0000047963,,,0.95973,0.0024174,0.00010768,3.6629,0.43678,,0.0006599689
3422,10.1016/j.jssc.2014.06.042,3157,9,4380,x=1.00,CaFe4Sb12,700,,,199910,0.0000050023,,,0.85814,0.0025095,0.00011204,3.6795,0.4793,,0.000682022
3422,10.1016/j.jssc.2014.06.042,3157,9,4380,x=1.00,CaFe4Sb12,750,,,192000,0.0000052083,,,0.75655,0.0026014,0.0001164,3.6961,0.52182,,0.0007038229
3422,10.1016/j.jssc.2014.06.042,3157,9,4381,x=0.75,Ca0.75Ce0.25Fe4Sb12,350,,,243530,0.0000041062,,,1.4563,0.0018225,0.000086508,3.1961,0.19254,,0.0005702262
3422,10.1016/j.jssc.2014.06.042,3157,9,4381,x=0.75,Ca0.75Ce0.25Fe4Sb12,400,,,232390,0.0000043031,,,1.3596,0.0019418,0.000091411,3.2187,0.23642,,0.000603287
3422,10.1016/j.jssc.2014.06.042,3157,9,4381,x=0.75,Ca0.75Ce0.25Fe4Sb12,450,,,222230,0.0000044999,,,1.263,0.0020614,0.000096313,3.2413,0.2803,,0.0006359794
3422,10.1016/j.jssc.2014.06.042,3157,9,4381,x=0.75,Ca0.75Ce0.25Fe4Sb12,500,,,212920,0.0000046967,,,1.1663,0.0021815,0.00010122,3.2639,0.32418,,0.0006683722
3422,10.1016/j.jssc.2014.06.042,3157,9,4381,x=0.75,Ca0.75Ce0.25Fe4Sb12,550,,,204350,0.0000048936,,,1.0696,0.0023013,0.00010612,3.2865,0.36807,,0.0007002282
3422,10.1016/j.jssc.2014.06.042,3157,9,4381,x=0.75,Ca0.75Ce0.25Fe4Sb12,600,,,196450,0.0000050904,,,0.97299,0.0024213,0.00011102,3.3091,0.41195,,0.0007317095
3422,10.1016/j.jssc.2014.06.042,3157,9,4381,x=0.75,Ca0.75Ce0.25Fe4Sb12,650,,,189140,0.0000052872,,,0.87633,0.002542,0.00011593,3.3317,0.45583,,0.0007629739
3422,10.1016/j.jssc.2014.06.042,3157,9,4381,x=0.75,Ca0.75Ce0.25Fe4Sb12,700,,,182350,0.000005484,,,0.77967,0.0026623,0.00012083,3.3543,0.49971,,0.0007936976
3422,10.1016/j.jssc.2014.06.042,3157,9,4381,x=0.75,Ca0.75Ce0.25Fe4Sb12,750,,,176030,0.0000056809,,,0.68301,0.0027827,0.00012573,3.3769,0.54359,,0.0008240398
3422,10.1016/j.jssc.2014.06.042,3159,10,4381,x=0.75,Ca0.75Ce0.25Fe4Sb12,800,,,,,,,,,,3.3995,0.58747,,
3422,10.1016/j.jssc.2014.06.042,3160,11,4381,x=0.75,Ca0.75Ce0.25Fe4Sb12,300,,,,,,,1.5529,,,,0.14866,,
3422,10.1016/j.jssc.2014.06.042,3157,9,4382,x=0.50,Ca0.5Ce0.5Fe4Sb12,300,,,,,,,1.3105,,0.000082968,,0.14529,,
3422,10.1016/j.jssc.2014.06.042,3157,9,4382,x=0.50,Ca0.5Ce0.5Fe4Sb12,350,,,216530,0.0000046184,,,1.2354,0.0016717,0.000087866,2.6972,0.20857,,0.0006197909
3422,10.1016/j.jssc.2014.06.042,3157,9,4382,x=0.50,Ca0.5Ce0.5Fe4Sb12,400,,,207680,0.0000048151,,,1.1603,0.0017871,0.000092763,2.6945,0.27186,,0.0006632399
3422,10.1016/j.jssc.2014.06.042,3157,9,4382,x=0.50,Ca0.5Ce0.5Fe4Sb12,450,,,199530,0.0000050118,,,1.0852,0.0019031,0.000097661,2.6919,0.33514,,0.0007069728
3422,10.1016/j.jssc.2014.06.042,3157,9,4382,x=0.50,Ca0.5Ce0.5Fe4Sb12,500,,,191990,0.0000052085,,,1.01,0.0020195,0.00010256,2.6892,0.39842,,0.0007509668
3422,10.1016/j.jssc.2014.06.042,3157,9,4382,x=0.50,Ca0.5Ce0.5Fe4Sb12,550,,,185010,0.0000054051,,,0.93493,0.0021364,0.00010746,2.6866,0.46171,,0.0007952058
3422,10.1016/j.jssc.2014.06.042,3157,9,4382,x=0.50,Ca0.5Ce0.5Fe4Sb12,600,,,178510,0.0000056018,,,0.85981,0.0022532,0.00011235,2.6839,0.52499,,0.0008395246
3422,10.1016/j.jssc.2014.06.042,3157,9,4382,x=0.50,Ca0.5Ce0.5Fe4Sb12,650,,,172460,0.0000057985,,,0.78469,0.0023709,0.00011725,2.6813,0.58828,,0.0008842353
3422,10.1016/j.jssc.2014.06.042,3157,9,4382,x=0.50,Ca0.5Ce0.5Fe4Sb12,700,,,166800,0.0000059951,,,0.70958,0.0024888,0.00012215,2.6786,0.65156,,0.0009291421
3422,10.1016/j.jssc.2014.06.042,3157,9,4382,x=0.50,Ca0.5Ce0.5Fe4Sb12,750,,,161500,0.0000061918,,,0.63446,0.0026069,0.00012705,2.6759,0.71484,,0.0009742143
3422,10.1016/j.jssc.2014.06.042,3157,9,4383,x=0.25,Ca0.25Ce0.75Fe4Sb12,300,,,,,,,1.4887,,0.000080845,,0.14814,,
3422,10.1016/j.jssc.2014.06.042,3157,9,4383,x=0.25,Ca0.25Ce0.75Fe4Sb12,350,,,210420,0.0000047524,,,1.407,0.0016438,0.000088385,2.9045,0.20205,,0.0005659494
3422,10.1016/j.jssc.2014.06.042,3157,9,4383,x=0.25,Ca0.25Ce0.75Fe4Sb12,400,,,200240,0.0000049941,,,1.3253,0.0018231,0.000095418,2.9223,0.25596,,0.0006238579
3422,10.1016/j.jssc.2014.06.042,3157,9,4383,x=0.25,Ca0.25Ce0.75Fe4Sb12,450,,,191000,0.0000052357,,,1.2437,0.0019848,0.00010194,2.9402,0.30987,,0.0006750561
3422,10.1016/j.jssc.2014.06.042,3157,9,4383,x=0.25,Ca0.25Ce0.75Fe4Sb12,500,,,182570,0.0000054773,,,1.162,0.0021279,0.00010796,2.9581,0.36378,,0.0007193469
3422,10.1016/j.jssc.2014.06.042,3157,9,4383,x=0.25,Ca0.25Ce0.75Fe4Sb12,550,,,174860,0.000005719,,,1.0804,0.0022518,0.00011348,2.9759,0.41769,,0.0007566787
3422,10.1016/j.jssc.2014.06.042,3157,9,4383,x=0.25,Ca0.25Ce0.75Fe4Sb12,600,,,167770,0.0000059606,,,0.9987,0.0023551,0.00011848,2.9938,0.4716,,0.0007866591
3422,10.1016/j.jssc.2014.06.042,3157,9,4383,x=0.25,Ca0.25Ce0.75Fe4Sb12,650,,,161230,0.0000062022,,,0.91705,0.0024385,0.00012298,3.0116,0.52551,,0.0008097025
3422,10.1016/j.jssc.2014.06.042,3157,9,4383,x=0.25,Ca0.25Ce0.75Fe4Sb12,700,,,155190,0.0000064439,,,0.83539,0.0025019,0.00012697,3.0295,0.57942,,0.0008258458
3422,10.1016/j.jssc.2014.06.042,3157,9,4383,x=0.25,Ca0.25Ce0.75Fe4Sb12,750,,,149580,0.0000066855,,,0.75373,0.0025454,0.00013045,3.0474,0.63333,,0.0008352694
3422,10.1016/j.jssc.2014.06.042,3157,9,4384,x=0.00,CeFe4Sb12,300,,,,,,,1.6379,,0.000083957,,0.11638,,
3422,10.1016/j.jssc.2014.06.042,3157,9,4384,x=0.00,CeFe4Sb12,350,,,186920,0.00000535,,,1.551,0.0015263,0.000090364,2.8894,0.17895,,0.0005282412
3422,10.1016/j.jssc.2014.06.042,3157,9,4384,x=0.00,CeFe4Sb12,400,,,178730,0.0000055949,,,1.464,0.0016737,0.00009677,2.8967,0.24151,,0.0005777954
3422,10.1016/j.jssc.2014.06.042,3157,9,4384,x=0.00,CeFe4Sb12,450,,,171240,0.0000058397,,,1.377,0.001823,0.00010318,2.9041,0.30408,,0.0006277332
3422,10.1016/j.jssc.2014.06.042,3157,9,4384,x=0.00,CeFe4Sb12,500,,,164350,0.0000060845,,,1.2901,0.0019735,0.00010958,2.9114,0.36665,,0.0006778526
3422,10.1016/j.jssc.2014.06.042,3157,9,4384,x=0.00,CeFe4Sb12,550,,,158000,0.0000063293,,,1.2031,0.0021257,0.00011599,2.9188,0.42922,,0.0007282787
3422,10.1016/j.jssc.2014.06.042,3157,9,4384,x=0.00,CeFe4Sb12,600,,,152110,0.0000065741,,,1.1162,0.0022789,0.0001224,2.9261,0.49178,,0.0007788182
3422,10.1016/j.jssc.2014.06.042,3157,9,4384,x=0.00,CeFe4Sb12,650,,,146650,0.000006819,,,1.0292,0.0024328,0.0001288,2.9335,0.55435,,0.0008293165
3422,10.1016/j.jssc.2014.06.042,3157,9,4384,x=0.00,CeFe4Sb12,700,,,141570,0.0000070638,,,0.94223,0.0025881,0.00013521,2.9408,0.61692,,0.0008800666
3422,10.1016/j.jssc.2014.06.042,3157,9,4384,x=0.00,CeFe4Sb12,750,,,136830,0.0000073086,,,0.85527,0.0027439,0.00014161,2.9482,0.67949,,0.0009307035
3733,10.1007/s40243-014-0026-5,11779,2a,13994,Cu2Se,Cu2Se,450,4.9079e+26,,57964,0.000017252,,0.00048779,,,,0.92442,0.30981,,
3733,10.1007/s40243-014-0026-5,11779,2a,13994,Cu2Se,Cu2Se,500,6.1679e+26,,47683,0.000020972,,0.00042856,,0.00072987,0.00012372,0.90636,0.4002,,0.000805276
3733,10.1007/s40243-014-0026-5,11779,2a,13994,Cu2Se,Cu2Se,550,7.428e+26,,40499,0.000024692,,0.00036932,,0.00076013,0.000137,0.8883,0.49058,,0.0008557132
3733,10.1007/s40243-014-0026-5,11779,2a,13994,Cu2Se,Cu2Se,600,8.6881e+26,,35195,0.000028413,,0.00031009,,0.00079485,0.00015028,0.87024,0.58097,,0.0009133687
3733,10.1007/s40243-014-0026-5,11779,2a,13994,Cu2Se,Cu2Se,650,9.9482e+26,,31121,0.000032133,,0.00025085,,0.00083255,0.00016356,0.85218,0.67135,,0.000976965
3733,10.1007/s40243-014-0026-5,11779,2a,13994,Cu2Se,Cu2Se,700,1.1208e+27,,27892,0.000035853,,0.00019162,,0.00087225,0.00017684,0.83412,0.76174,,0.0010457128
3733,10.1007/s40243-014-0026-5,11779,2a,13994,Cu2Se,Cu2Se,750,1.2468e+27,,25270,0.000039573,,0.00013238,,0.0009134,0.00019012,0.81606,0.85212,,0.0011192804
3733,10.1007/s40243-014-0026-5,11780,2b,13994,Cu2Se,Cu2Se,800,,,23098,0.000043293,,,,0.0009556,0.0002034,0.798,0.94251,,0.0011974937
3733,10.1007/s40243-014-0026-5,11781,2c,13994,Cu2Se,Cu2Se,850,,,21270,0.000047014,,,,,,0.77994,1.0329,,
3733,10.1007/s40243-014-0026-5,11779,2a,13995,Cu1.97Ag0.03Se,Cu1.97Ag0.03Se,450,1.4266e+26,,36102,0.000027699,,0.00043068,,,,0.82379,0.41379,,
3733,10.1007/s40243-014-0026-5,11779,2a,13995,Cu1.97Ag0.03Se,Cu1.97Ag0.03Se,500,3.3236e+26,,29429,0.00003398,,0.00037797,,0.00077912,0.00016271,0.81095,0.48545,,0.0009607497
3733,10.1007/s40243-014-0026-5,11779,2a,13995,Cu1.97Ag0.03Se,Cu1.97Ag0.03Se,550,5.2207e+26,,24838,0.000040261,,0.00032526,,0.00079877,0.00017933,0.79812,0.55712,,0.0010008144
3733,10.1007/s40243-014-0026-5,11779,2a,13995,Cu1.97Ag0.03Se,Cu1.97Ag0.03Se,600,7.1177e+26,,21486,0.000046543,,0.00027255,,0.00081675,0.00019497,0.78528,0.62878,,0.0010400749
3733,10.1007/s40243-014-0026-5,11779,2a,13995,Cu1.97Ag0.03Se,Cu1.97Ag0.03Se,650,9.0148e+26,,18931,0.000052824,,0.00021984,,0.00083128,0.00020955,0.77245,0.70044,,0.0010761603
3733,10.1007/s40243-014-0026-5,11779,2a,13995,Cu1.97Ag0.03Se,Cu1.97Ag0.03Se,700,1.0912e+27,,16919,0.000059105,,0.00016713,,0.00084121,0.00022298,0.75961,0.7721,,0.0011074235
3733,10.1007/s40243-014-0026-5,11779,2a,13995,Cu1.97Ag0.03Se,Cu1.97Ag0.03Se,750,1.2809e+27,,15294,0.000065386,,0.00011442,,0.00084605,0.0002352,0.74678,0.84376,,0.0011329307
3733,10.1007/s40243-014-0026-5,11779,2a,13995,Cu1.97Ag0.03Se,Cu1.97Ag0.03Se,800,1.4706e+27,,13953,0.000071668,,0.000061709,,0.00084527,0.00024613,0.73394,0.91542,,0.0011516881
3733,10.1007/s40243-014-0026-5,11779,2a,13995,Cu1.97Ag0.03Se,Cu1.97Ag0.03Se,850,1.6603e+27,,12829,0.000077949,,0.0000089985,,0.00083866,0.00025568,0.72111,0.98708,,0.0011630126
3733,10.1007/s40243-014-0026-5,11779,2a,13996,Cu1.97Ag0.03Se1.009,Cu1.97Ag0.03Se1.009,450,6.2244e+26,,95229,0.000010501,,0.00051956,,,,1.2283,0.25229,,
3733,10.1007/s40243-014-0026-5,11779,2a,13996,Cu1.97Ag0.03Se1.009,Cu1.97Ag0.03Se1.009,500,8.5922e+26,,78505,0.000012738,,0.00046111,,0.00084406,0.00010369,1.1969,0.33631,,0.0007052051
3733,10.1007/s40243-014-0026-5,11779,2a,13996,Cu1.97Ag0.03Se1.009,Cu1.97Ag0.03Se1.009,550,1.096e+27,,66778,0.000014975,,0.00040267,,0.00087212,0.00011428,1.1654,0.42033,,0.0007483439
3733,10.1007/s40243-014-0026-5,11779,2a,13996,Cu1.97Ag0.03Se1.009,Cu1.97Ag0.03Se1.009,600,1.3328e+27,,58096,0.000017213,,0.00034423,,0.00090572,0.00012486,1.134,0.50435,,0.0007986949
3733,10.1007/s40243-014-0026-5,11779,2a,13996,Cu1.97Ag0.03Se1.009,Cu1.97Ag0.03Se1.009,650,1.5696e+27,,51414,0.00001945,,0.00028579,,0.00094328,0.00013545,1.1026,0.58837,,0.0008555052
3733,10.1007/s40243-014-0026-5,11779,2a,13996,Cu1.97Ag0.03Se1.009,Cu1.97Ag0.03Se1.009,700,1.8064e+27,,46111,0.000021687,,0.00022735,,0.00098344,0.00014604,1.0712,0.67239,,0.0009180732
