sid,DOI,figureid,fignum,sampleid,samplename,composition,Temperature,Inverse temperature,Carrier concentration,Carrier mobility,Electrical conductivity,Electrical resistivity,Hall movility,Lattice thermal conductivity,Power factor,Seebeck coefficient,Thermal conductivity,ZT,Figure of merit Z
3503,10.1021/ja400069s,105,6(a),286,Pb0.98Sr0.01Na0.01Se1,Pb0.98Sr0.01Na0.01Se1,650,0.0015385,,,74375,0.000013445,,,0.00099214,0.0001258,1.6805,0.50171,0.0005903838
3503,10.1021/ja400069s,105,6(a),286,Pb0.98Sr0.01Na0.01Se1,Pb0.98Sr0.01Na0.01Se1,700,0.0014286,,,58763,0.000017018,,,0.0010937,0.00014731,1.5052,0.59919,0.0007266144
3503,10.1021/ja400069s,105,6(a),286,Pb0.98Sr0.01Na0.01Se1,Pb0.98Sr0.01Na0.01Se1,750,0.0013333,,,46916,0.000021315,,,0.0011952,0.00016961,1.3602,0.69667,0.0008786943
3503,10.1021/ja400069s,105,6(a),286,Pb0.98Sr0.01Na0.01Se1,Pb0.98Sr0.01Na0.01Se1,800,0.00125,,,,,,,0.0012967,0.00019266,1.2457,0.79416,0.0010409408
3503,10.1021/ja400069s,105,6(a),286,Pb0.98Sr0.01Na0.01Se1,Pb0.98Sr0.01Na0.01Se1,850,0.0011765,,,,,,,0.0013983,0.00021679,1.1621,0.89164,0.0012032527
3503,10.1021/ja400069s,105,6(a),286,Pb0.98Sr0.01Na0.01Se1,Pb0.98Sr0.01Na0.01Se1,900,0.0011111,,,,,,,0.0014998,0.00024283,1.1094,0.98912,0.0013519019
3503,10.1021/ja400069s,105,6(a),381,Pb0.98Ba0.01Na0.01Se1,Pb0.98Ba0.01Na0.01Se1,350,0.0028571,,,226210,0.0000044207,,,0.00035771,0.000034362,3.153,-0.080492,0.0001134507
3503,10.1021/ja400069s,105,6(a),381,Pb0.98Ba0.01Na0.01Se1,Pb0.98Ba0.01Na0.01Se1,400,0.0025,,,186080,0.000005374,,,0.00045689,0.000044351,2.816,0.016634,0.0001622479
3503,10.1021/ja400069s,105,6(a),381,Pb0.98Ba0.01Na0.01Se1,Pb0.98Ba0.01Na0.01Se1,450,0.0022222,,,151520,0.0000065998,,,0.00055608,0.00005733,2.5055,0.11376,0.0002219437
3503,10.1021/ja400069s,105,6(a),381,Pb0.98Ba0.01Na0.01Se1,Pb0.98Ba0.01Na0.01Se1,500,0.002,,,122490,0.0000081639,,,0.00065526,0.000072849,2.2242,0.21089,0.0002946048
3503,10.1021/ja400069s,105,6(a),381,Pb0.98Ba0.01Na0.01Se1,Pb0.98Ba0.01Na0.01Se1,550,0.0018182,,,98484,0.000010154,,,0.00075445,0.000090546,1.9734,0.30801,0.0003823097
3503,10.1021/ja400069s,105,6(a),381,Pb0.98Ba0.01Na0.01Se1,Pb0.98Ba0.01Na0.01Se1,600,0.0016667,,,78763,0.000012696,,,0.00085364,0.00011011,1.7538,0.40514,0.0004867374
3503,10.1021/ja400069s,105,6(a),381,Pb0.98Ba0.01Na0.01Se1,Pb0.98Ba0.01Na0.01Se1,650,0.0015385,,,62529,0.000015993,,,0.00095282,0.00013128,1.5652,0.50227,0.0006087529
3503,10.1021/ja400069s,105,6(a),381,Pb0.98Ba0.01Na0.01Se1,Pb0.98Ba0.01Na0.01Se1,700,0.0014286,,,49160,0.000020342,,,0.001052,0.00015378,1.4068,0.59939,0.0007477964
3503,10.1021/ja400069s,105,6(a),381,Pb0.98Ba0.01Na0.01Se1,Pb0.98Ba0.01Na0.01Se1,750,0.0013333,,,38410,0.000026035,,,0.0011512,0.00017735,1.2774,0.69652,0.0009012056
3503,10.1021/ja400069s,105,6(a),381,Pb0.98Ba0.01Na0.01Se1,Pb0.98Ba0.01Na0.01Se1,800,0.00125,,,30628,0.00003265,,,0.0012504,0.00020165,1.1754,0.79364,0.0010638081
3503,10.1021/ja400069s,105,6(a),381,Pb0.98Ba0.01Na0.01Se1,Pb0.98Ba0.01Na0.01Se1,850,0.0011765,,,,,,,0.0013496,0.00022632,1.0989,0.89077,0.0012281372
3503,10.1021/ja400069s,105,6(a),381,Pb0.98Ba0.01Na0.01Se1,Pb0.98Ba0.01Na0.01Se1,900,0.0011111,,,,,,,0.0014487,0.00025089,1.0461,0.9879,0.001384858
3503,10.1021/ja400069s,105,6(a),203,Pb0.96Ba0.03Na0.01Se1,Pb0.96Ba0.03Na0.01Se1,350,0.0028571,,,147180,0.0000067944,,,0.00049505,0.000047187,2.2655,-0.010994,0.0002185169
3503,10.1021/ja400069s,105,6(a),203,Pb0.96Ba0.03Na0.01Se1,Pb0.96Ba0.03Na0.01Se1,400,0.0025,,,125350,0.0000079777,,,0.00058138,0.000059687,2.0337,0.096605,0.000285873
3503,10.1021/ja400069s,105,6(a),203,Pb0.96Ba0.03Na0.01Se1,Pb0.96Ba0.03Na0.01Se1,450,0.0022222,,,105760,0.0000094554,,,0.00066771,0.000074588,1.8313,0.2042,0.0003646098
3503,10.1021/ja400069s,105,6(a),203,Pb0.96Ba0.03Na0.01Se1,Pb0.96Ba0.03Na0.01Se1,500,0.002,,,88387,0.000011314,,,0.00075403,0.000092337,1.6561,0.3118,0.0004553046
3503,10.1021/ja400069s,105,6(a),203,Pb0.96Ba0.03Na0.01Se1,Pb0.96Ba0.03Na0.01Se1,550,0.0018182,,,73147,0.000013671,,,0.00084036,0.00011258,1.505,0.4194,0.0005583787
3503,10.1021/ja400069s,105,6(a),203,Pb0.96Ba0.03Na0.01Se1,Pb0.96Ba0.03Na0.01Se1,600,0.0016667,,,59927,0.000016687,,,0.00092668,0.00013445,1.3748,0.527,0.0006740471
3503,10.1021/ja400069s,105,6(a),203,Pb0.96Ba0.03Na0.01Se1,Pb0.96Ba0.03Na0.01Se1,650,0.0015385,,,48602,0.000020575,,,0.001013,0.0001569,1.2623,0.6346,0.0008025034
3503,10.1021/ja400069s,105,6(a),203,Pb0.96Ba0.03Na0.01Se1,Pb0.96Ba0.03Na0.01Se1,700,0.0014286,,,39051,0.000025608,,,0.0010993,0.00017897,1.1643,0.7422,0.0009441725
3503,10.1021/ja400069s,105,6(a),203,Pb0.96Ba0.03Na0.01Se1,Pb0.96Ba0.03Na0.01Se1,750,0.0013333,,,31179,0.000032073,,,0.0011857,0.00020012,1.0789,0.8498,0.0010989897
3503,10.1021/ja400069s,105,6(a),203,Pb0.96Ba0.03Na0.01Se1,Pb0.96Ba0.03Na0.01Se1,800,0.00125,,,24937,0.000040101,,,0.001272,0.00022052,1.0049,0.9574,0.0012657976
3503,10.1021/ja400069s,105,6(a),203,Pb0.96Ba0.03Na0.01Se1,Pb0.96Ba0.03Na0.01Se1,850,0.0011765,,,20335,0.000049176,,,0.0013583,0.00024134,0.94274,1.065,0.0014408002
3503,10.1021/ja400069s,105,6(a),203,Pb0.96Ba0.03Na0.01Se1,Pb0.96Ba0.03Na0.01Se1,900,0.0011111,,,17465,0.000057257,,,0.0014446,0.00026508,0.89468,1.1726,0.0016146555
3503,10.1021/ja400069s,105,6(a),393,Pb0.95Ba0.04Na0.01Se1,Pb0.95Ba0.04Na0.01Se1,300,0.0033333,,,,,,,,0.000030967,,,
3503,10.1021/ja400069s,105,6(a),393,Pb0.95Ba0.04Na0.01Se1,Pb0.95Ba0.04Na0.01Se1,350,0.0028571,,,163180,0.0000061282,,,0.00042711,0.000042723,2.3572,0.015113,0.0001811938
3503,10.1021/ja400069s,105,6(a),393,Pb0.95Ba0.04Na0.01Se1,Pb0.95Ba0.04Na0.01Se1,400,0.0025,,,137810,0.0000072564,,,0.00050463,0.000054371,2.1126,0.1085,0.0002388668
3503,10.1021/ja400069s,105,6(a),393,Pb0.95Ba0.04Na0.01Se1,Pb0.95Ba0.04Na0.01Se1,450,0.0022222,,,115710,0.0000086423,,,0.00058215,0.000067605,1.9002,0.20188,0.0003063625
3503,10.1021/ja400069s,105,6(a),393,Pb0.95Ba0.04Na0.01Se1,Pb0.95Ba0.04Na0.01Se1,500,0.002,,,96344,0.000010379,,,0.00065968,0.000083384,1.7168,0.29527,0.0003842498
3503,10.1021/ja400069s,105,6(a),393,Pb0.95Ba0.04Na0.01Se1,Pb0.95Ba0.04Na0.01Se1,550,0.0018182,,,79362,0.0000126,,,0.0007372,0.00010201,1.5582,0.38865,0.00047311
3503,10.1021/ja400069s,105,6(a),393,Pb0.95Ba0.04Na0.01Se1,Pb0.95Ba0.04Na0.01Se1,600,0.0016667,,,64610,0.000015477,,,0.00081472,0.00012322,1.4202,0.48203,0.0005736657
3503,10.1021/ja400069s,105,6(a),393,Pb0.95Ba0.04Na0.01Se1,Pb0.95Ba0.04Na0.01Se1,650,0.0015385,,,52036,0.000019217,,,0.00089224,0.00014622,1.2988,0.57542,0.0006869726
3503,10.1021/ja400069s,105,6(a),393,Pb0.95Ba0.04Na0.01Se1,Pb0.95Ba0.04Na0.01Se1,700,0.0014286,,,41636,0.000024018,,,0.00096976,0.00016982,1.1914,0.6688,0.0008139668
3503,10.1021/ja400069s,105,6(a),393,Pb0.95Ba0.04Na0.01Se1,Pb0.95Ba0.04Na0.01Se1,750,0.0013333,,,33391,0.000029948,,,0.0010473,0.00019244,1.0968,0.76219,0.0009548687
3503,10.1021/ja400069s,105,6(a),393,Pb0.95Ba0.04Na0.01Se1,Pb0.95Ba0.04Na0.01Se1,800,0.00125,,,27204,0.000036759,,,0.0011248,0.00021228,1.0163,0.85557,0.0011067598
3503,10.1021/ja400069s,105,6(a),393,Pb0.95Ba0.04Na0.01Se1,Pb0.95Ba0.04Na0.01Se1,850,0.0011765,,,22837,0.000043789,,,0.0012023,0.00022729,0.95391,0.94896,0.0012603914
3503,10.1021/ja400069s,105,6(a),393,Pb0.95Ba0.04Na0.01Se1,Pb0.95Ba0.04Na0.01Se1,900,0.0011111,,,19852,0.000050373,,,0.0012799,0.00023532,0.91758,1.0423,0.0013948648
3503,10.1021/ja400069s,105,6(a),179,Pb0.95Sr0.04Na0.01Se1,Pb0.95Sr0.04Na0.01Se1,350,0.0028571,,,204030,0.0000049012,,,0.0004491,0.000046037,2.6621,-0.075564,0.0001687014
3503,10.1021/ja400069s,105,6(a),179,Pb0.95Sr0.04Na0.01Se1,Pb0.95Sr0.04Na0.01Se1,400,0.0025,,,167640,0.0000059652,,,0.00051728,0.000055701,2.3833,0.026553,0.0002170436
3503,10.1021/ja400069s,105,6(a),179,Pb0.95Sr0.04Na0.01Se1,Pb0.95Sr0.04Na0.01Se1,450,0.0022222,,,136510,0.0000073255,,,0.00058545,0.0000675,2.1333,0.12867,0.000274434
3503,10.1021/ja400069s,105,6(a),179,Pb0.95Sr0.04Na0.01Se1,Pb0.95Sr0.04Na0.01Se1,500,0.002,,,110270,0.0000090686,,,0.00065363,0.000081538,1.9086,0.23079,0.0003424657
3503,10.1021/ja400069s,105,6(a),179,Pb0.95Sr0.04Na0.01Se1,Pb0.95Sr0.04Na0.01Se1,550,0.0018182,,,88476,0.000011303,,,0.00072181,0.000097776,1.7072,0.33291,0.0004228034
3503,10.1021/ja400069s,105,6(a),179,Pb0.95Sr0.04Na0.01Se1,Pb0.95Sr0.04Na0.01Se1,600,0.0016667,,,70664,0.000014151,,,0.00078998,0.00011603,1.5278,0.43502,0.0005170703
3503,10.1021/ja400069s,105,6(a),179,Pb0.95Sr0.04Na0.01Se1,Pb0.95Sr0.04Na0.01Se1,650,0.0015385,,,56332,0.000017752,,,0.00085816,0.00013597,1.3701,0.53714,0.0006263484
3503,10.1021/ja400069s,105,6(a),179,Pb0.95Sr0.04Na0.01Se1,Pb0.95Sr0.04Na0.01Se1,700,0.0014286,,,44978,0.000022233,,,0.00092634,0.00015711,1.2347,0.63926,0.0007502551
3503,10.1021/ja400069s,105,6(a),179,Pb0.95Sr0.04Na0.01Se1,Pb0.95Sr0.04Na0.01Se1,750,0.0013333,,,36123,0.000027683,,,0.00099451,0.00017885,1.1229,0.74137,0.0008856621
3503,10.1021/ja400069s,105,6(a),179,Pb0.95Sr0.04Na0.01Se1,Pb0.95Sr0.04Na0.01Se1,800,0.00125,,,29321,0.000034105,,,0.0010627,0.00020042,1.0364,0.84349,0.0010253763
3503,10.1021/ja400069s,105,6(a),179,Pb0.95Sr0.04Na0.01Se1,Pb0.95Sr0.04Na0.01Se1,850,0.0011765,,,24185,0.000041348,,,0.0011309,0.00022092,0.97719,0.94561,0.001157298
3503,10.1021/ja400069s,105,6(a),179,Pb0.95Sr0.04Na0.01Se1,Pb0.95Sr0.04Na0.01Se1,900,0.0011111,,,20404,0.00004901,,,0.001199,0.00023929,0.94771,1.0477,0.001265155
3503,10.1021/ja400069s,4876,16,179,Pb0.95Sr0.04Na0.01Se1,Pb0.95Sr0.04Na0.01Se1,300,0.0033333,,,,,,,,,,-0.17768,
3503,10.1021/ja400069s,105,6(a),234,Pb0.97Ca0.02Na0.01Se1,Pb0.97Ca0.02Na0.01Se1,300,0.0033333,,,,,,,,0.000028682,,-0.1127,
3503,10.1021/ja400069s,105,6(a),234,Pb0.97Ca0.02Na0.01Se1,Pb0.97Ca0.02Na0.01Se1,350,0.0028571,,,239820,0.0000041698,,,0.0004592,0.000035947,3.3242,-0.026409,0.0001381385
3503,10.1021/ja400069s,105,6(a),234,Pb0.97Ca0.02Na0.01Se1,Pb0.97Ca0.02Na0.01Se1,400,0.0025,,,204360,0.0000048933,,,0.00054732,0.000044868,2.9761,0.059883,0.0001839051
3503,10.1021/ja400069s,105,6(a),234,Pb0.97Ca0.02Na0.01Se1,Pb0.97Ca0.02Na0.01Se1,450,0.0022222,,,172300,0.0000058038,,,0.00063544,0.000056676,2.6557,0.14618,0.000239274
3503,10.1021/ja400069s,105,6(a),234,Pb0.97Ca0.02Na0.01Se1,Pb0.97Ca0.02Na0.01Se1,500,0.002,,,143100,0.0000069881,,,0.00072356,0.000071753,2.3641,0.23247,0.0003060615
3503,10.1021/ja400069s,105,6(a),234,Pb0.97Ca0.02Na0.01Se1,Pb0.97Ca0.02Na0.01Se1,550,0.0018182,,,116630,0.0000085741,,,0.00081168,0.000089831,2.1015,0.31876,0.0003862384
3503,10.1021/ja400069s,105,6(a),234,Pb0.97Ca0.02Na0.01Se1,Pb0.97Ca0.02Na0.01Se1,600,0.0016667,,,93020,0.00001075,,,0.0008998,0.0001102,1.8674,0.40505,0.0004818464
3503,10.1021/ja400069s,105,6(a),234,Pb0.97Ca0.02Na0.01Se1,Pb0.97Ca0.02Na0.01Se1,650,0.0015385,,,72527,0.000013788,,,0.00098791,0.00013191,1.6614,0.49134,0.000594625
3503,10.1021/ja400069s,105,6(a),234,Pb0.97Ca0.02Na0.01Se1,Pb0.97Ca0.02Na0.01Se1,700,0.0014286,,,55428,0.000018041,,,0.001076,0.00015398,1.4827,0.57764,0.0007257031
3503,10.1021/ja400069s,105,6(a),234,Pb0.97Ca0.02Na0.01Se1,Pb0.97Ca0.02Na0.01Se1,750,0.0013333,,,41871,0.000023883,,,0.0011642,0.00017559,1.3312,0.66393,0.0008745493
3503,10.1021/ja400069s,105,6(a),234,Pb0.97Ca0.02Na0.01Se1,Pb0.97Ca0.02Na0.01Se1,800,0.00125,,,31746,0.0000315,,,0.0012523,0.0001963,1.2073,0.75022,0.0010372733
3503,10.1021/ja400069s,105,6(a),234,Pb0.97Ca0.02Na0.01Se1,Pb0.97Ca0.02Na0.01Se1,850,0.0011765,,,24559,0.000040718,,,0.0013404,0.00021623,1.1125,0.83651,0.0012048539
3503,10.1021/ja400069s,105,6(a),234,Pb0.97Ca0.02Na0.01Se1,Pb0.97Ca0.02Na0.01Se1,900,0.0011111,,,19297,0.000051822,,,0.0014285,0.00023631,1.0496,0.92281,0.0013609947
3503,10.1021/ja400069s,105,6(a),202,Pb0.98Ca0.01Na0.01Se1,Pb0.98Ca0.01Na0.01Se1,300,0.0033333,,,286840,0.0000034863,,,0.00011077,0.000019651,,,
3503,10.1021/ja400069s,105,6(a),202,Pb0.98Ca0.01Na0.01Se1,Pb0.98Ca0.01Na0.01Se1,350,0.0028571,,,248750,0.0000040201,,,0.00022748,0.000027204,3.5925,-0.086993,0.0000633208
3503,10.1021/ja400069s,105,6(a),202,Pb0.98Ca0.01Na0.01Se1,Pb0.98Ca0.01Na0.01Se1,400,0.0025,,,214620,0.0000046594,,,0.00034863,0.000035909,3.2313,0.0042527,0.0001078916
3503,10.1021/ja400069s,105,6(a),202,Pb0.98Ca0.01Na0.01Se1,Pb0.98Ca0.01Na0.01Se1,450,0.0022222,,,183400,0.0000054526,,,0.00046977,0.000046859,2.8905,0.095498,0.0001625221
3503,10.1021/ja400069s,105,6(a),202,Pb0.98Ca0.01Na0.01Se1,Pb0.98Ca0.01Na0.01Se1,500,0.002,,,154570,0.0000064696,,,0.00059092,0.000060517,2.5772,0.18674,0.0002292876
3503,10.1021/ja400069s,105,6(a),202,Pb0.98Ca0.01Na0.01Se1,Pb0.98Ca0.01Na0.01Se1,550,0.0018182,,,128030,0.0000078107,,,0.00071206,0.000076865,2.2951,0.27799,0.0003102523
3503,10.1021/ja400069s,105,6(a),202,Pb0.98Ca0.01Na0.01Se1,Pb0.98Ca0.01Na0.01Se1,600,0.0016667,,,103950,0.00000962,,,0.00083321,0.000095561,2.0452,0.36924,0.0004073978
3503,10.1021/ja400069s,105,6(a),202,Pb0.98Ca0.01Na0.01Se1,Pb0.98Ca0.01Na0.01Se1,650,0.0015385,,,82699,0.000012092,,,0.00095435,0.00011609,1.8265,0.46048,0.0005225021
3503,10.1021/ja400069s,105,6(a),202,Pb0.98Ca0.01Na0.01Se1,Pb0.98Ca0.01Na0.01Se1,700,0.0014286,,,64632,0.000015472,,,0.0010755,0.0001379,1.6374,0.55173,0.000656834
3503,10.1021/ja400069s,105,6(a),202,Pb0.98Ca0.01Na0.01Se1,Pb0.98Ca0.01Na0.01Se1,750,0.0013333,,,50025,0.00001999,,,0.0011966,0.00016059,1.4765,0.64297,0.0008104301
3503,10.1021/ja400069s,105,6(a),202,Pb0.98Ca0.01Na0.01Se1,Pb0.98Ca0.01Na0.01Se1,800,0.00125,,,38918,0.000025695,,,0.0013178,0.00018403,1.343,0.73422,0.000981236
3503,10.1021/ja400069s,105,6(a),202,Pb0.98Ca0.01Na0.01Se1,Pb0.98Ca0.01Na0.01Se1,850,0.0011765,,,30991,0.000032267,,,0.0014389,0.00020851,1.2386,0.82546,0.0011617148
3503,10.1021/ja400069s,105,6(a),202,Pb0.98Ca0.01Na0.01Se1,Pb0.98Ca0.01Na0.01Se1,900,0.0011111,,,25435,0.000039316,,,0.0015601,0.00023494,1.1674,0.91671,0.0013363886
3503,10.1021/ja400069s,105,6(a),299,Pb0.95Ca0.04Na0.01Se1,Pb0.95Ca0.04Na0.01Se1,300,0.0033333,,,234050,0.0000042726,,,0.00043801,0.00004326,2.987,0.043992,0.0001466388
3503,10.1021/ja400069s,105,6(a),299,Pb0.95Ca0.04Na0.01Se1,Pb0.95Ca0.04Na0.01Se1,350,0.0028571,,,203450,0.0000049152,,,0.00052215,0.000049031,2.7008,-0.0045309,0.0001933316
3503,10.1021/ja400069s,105,6(a),299,Pb0.95Ca0.04Na0.01Se1,Pb0.95Ca0.04Na0.01Se1,400,0.0025,,,173990,0.0000057475,,,0.00061678,0.000057358,2.4323,0.09907,0.0002535789
3503,10.1021/ja400069s,105,6(a),299,Pb0.95Ca0.04Na0.01Se1,Pb0.95Ca0.04Na0.01Se1,450,0.0022222,,,146740,0.0000068148,,,0.0007114,0.000069076,2.186,0.20267,0.0003254346
3503,10.1021/ja400069s,105,6(a),299,Pb0.95Ca0.04Na0.01Se1,Pb0.95Ca0.04Na0.01Se1,500,0.002,,,122290,0.0000081773,,,0.00080603,0.000084274,1.9643,0.30627,0.0004103396
3503,10.1021/ja400069s,105,6(a),299,Pb0.95Ca0.04Na0.01Se1,Pb0.95Ca0.04Na0.01Se1,550,0.0018182,,,100850,0.0000099157,,,0.00090065,0.0001025,1.7678,0.40987,0.0005094751
3503,10.1021/ja400069s,105,6(a),299,Pb0.95Ca0.04Na0.01Se1,Pb0.95Ca0.04Na0.01Se1,600,0.0016667,,,82346,0.000012144,,,0.00099528,0.00012296,1.5961,0.51347,0.00062357
3503,10.1021/ja400069s,105,6(a),299,Pb0.95Ca0.04Na0.01Se1,Pb0.95Ca0.04Na0.01Se1,650,0.0015385,,,66556,0.000015025,,,0.0010899,0.00014472,1.4478,0.61707,0.0007527973
3503,10.1021/ja400069s,105,6(a),299,Pb0.95Ca0.04Na0.01Se1,Pb0.95Ca0.04Na0.01Se1,700,0.0014286,,,53204,0.000018796,,,0.0011845,0.00016693,1.3216,0.72067,0.0008962621
3503,10.1021/ja400069s,105,6(a),299,Pb0.95Ca0.04Na0.01Se1,Pb0.95Ca0.04Na0.01Se1,750,0.0013333,,,42081,0.000023764,,,0.0012792,0.00018901,1.2165,0.82427,0.0010515413
3503,10.1021/ja400069s,105,6(a),299,Pb0.95Ca0.04Na0.01Se1,Pb0.95Ca0.04Na0.01Se1,800,0.00125,,,33150,0.000030166,,,0.0013738,0.00021084,1.132,0.92788,0.0012136042
3503,10.1021/ja400069s,105,6(a),299,Pb0.95Ca0.04Na0.01Se1,Pb0.95Ca0.04Na0.01Se1,850,0.0011765,,,26664,0.000037504,,,0.0014684,0.00023301,1.0694,1.0315,0.0013731064
3503,10.1021/ja400069s,105,6(a),299,Pb0.95Ca0.04Na0.01Se1,Pb0.95Ca0.04Na0.01Se1,900,0.0011111,,,23273,0.000042968,,,0.001563,0.00025696,1.0315,1.1351,0.001515269
3503,10.1021/ja400069s,105,6(a),225,Pb0.97Sr0.02Na0.01Se1,Pb0.97Sr0.02Na0.01Se1,350,0.0028571,,,244430,0.0000040912,,,0.00027748,0.000032787,3.292,-0.090025,0.0000842892
3503,10.1021/ja400069s,105,6(a),225,Pb0.97Sr0.02Na0.01Se1,Pb0.97Sr0.02Na0.01Se1,400,0.0025,,,203890,0.0000049046,,,0.00041709,0.000041207,2.9381,0.024387,0.0001419591
3503,10.1021/ja400069s,105,6(a),225,Pb0.97Sr0.02Na0.01Se1,Pb0.97Sr0.02Na0.01Se1,450,0.0022222,,,169660,0.0000058941,,,0.0005567,0.000052492,2.6237,0.1388,0.0002121813
3503,10.1021/ja400069s,105,6(a),225,Pb0.97Sr0.02Na0.01Se1,Pb0.97Sr0.02Na0.01Se1,500,0.002,,,140810,0.0000071018,,,0.00069631,0.000068112,2.3489,0.25321,0.0002964409
3503,10.1021/ja400069s,105,6(a),225,Pb0.97Sr0.02Na0.01Se1,Pb0.97Sr0.02Na0.01Se1,550,0.0018182,,,116580,0.0000085778,,,0.00083591,0.000087879,2.1117,0.36762,0.0003958469
3503,10.1021/ja400069s,105,6(a),225,Pb0.97Sr0.02Na0.01Se1,Pb0.97Sr0.02Na0.01Se1,600,0.0016667,,,96335,0.00001038,,,0.00097552,0.00011051,1.9084,0.48204,0.0005111717
3503,10.1021/ja400069s,105,6(a),225,Pb0.97Sr0.02Na0.01Se1,Pb0.97Sr0.02Na0.01Se1,650,0.0015385,,,79529,0.000012574,,,0.0011151,0.00013417,1.7341,0.59645,0.0006430425
3503,10.1021/ja400069s,105,6(a),225,Pb0.97Sr0.02Na0.01Se1,Pb0.97Sr0.02Na0.01Se1,700,0.0014286,,,65638,0.000015235,,,0.0012547,0.00015708,1.5834,0.71086,0.0007924087
3503,10.1021/ja400069s,105,6(a),225,Pb0.97Sr0.02Na0.01Se1,Pb0.97Sr0.02Na0.01Se1,750,0.0013333,,,54131,0.000018474,,,0.0013943,0.000178,1.4508,0.82527,0.000961056
3503,10.1021/ja400069s,105,6(a),225,Pb0.97Sr0.02Na0.01Se1,Pb0.97Sr0.02Na0.01Se1,800,0.00125,,,44426,0.000022509,,,0.001534,0.00019687,1.3313,0.93968,0.0011522572
3503,10.1021/ja400069s,105,6(a),225,Pb0.97Sr0.02Na0.01Se1,Pb0.97Sr0.02Na0.01Se1,850,0.0011765,,,35839,0.000027903,,,0.0016736,0.00021532,1.2207,1.0541,0.0013710166
3503,10.1021/ja400069s,105,6(a),225,Pb0.97Sr0.02Na0.01Se1,Pb0.97Sr0.02Na0.01Se1,900,0.0011111,,,27545,0.000036304,,,0.0018132,0.00023723,1.1164,1.1685,0.0016241491
3503,10.1021/ja400069s,105,6(a),414,Pb0.96Sr0.03Na0.01Se1,Pb0.96Sr0.03Na0.01Se1,300,0.0033333,,,,,,,,0.000025316,,,
3503,10.1021/ja400069s,105,6(a),414,Pb0.96Sr0.03Na0.01Se1,Pb0.96Sr0.03Na0.01Se1,350,0.0028571,,,237230,0.0000042153,,,0.00037976,0.000033242,3.1147,0.0063097,0.0001219251
3503,10.1021/ja400069s,105,6(a),414,Pb0.96Sr0.03Na0.01Se1,Pb0.96Sr0.03Na0.01Se1,400,0.0025,,,198670,0.0000050335,,,0.00048036,0.000043621,2.8094,0.094689,0.0001709831
3503,10.1021/ja400069s,105,6(a),414,Pb0.96Sr0.03Na0.01Se1,Pb0.96Sr0.03Na0.01Se1,450,0.0022222,,,164700,0.0000060716,,,0.00058095,0.000056521,2.5142,0.18307,0.0002310675
3503,10.1021/ja400069s,105,6(a),414,Pb0.96Sr0.03Na0.01Se1,Pb0.96Sr0.03Na0.01Se1,500,0.002,,,135130,0.0000074003,,,0.00068154,0.000071847,2.2393,0.27145,0.000304354
3503,10.1021/ja400069s,105,6(a),414,Pb0.96Sr0.03Na0.01Se1,Pb0.96Sr0.03Na0.01Se1,550,0.0018182,,,109710,0.0000091149,,,0.00078213,0.000089352,1.9908,0.35983,0.0003928722
3503,10.1021/ja400069s,105,6(a),414,Pb0.96Sr0.03Na0.01Se1,Pb0.96Sr0.03Na0.01Se1,600,0.0016667,,,88145,0.000011345,,,0.00088272,0.00010866,1.7711,0.4482,0.0004984021
3503,10.1021/ja400069s,105,6(a),414,Pb0.96Sr0.03Na0.01Se1,Pb0.96Sr0.03Na0.01Se1,650,0.0015385,,,70106,0.000014264,,,0.00098331,0.0001293,1.5805,0.53658,0.0006221512
3503,10.1021/ja400069s,105,6(a),414,Pb0.96Sr0.03Na0.01Se1,Pb0.96Sr0.03Na0.01Se1,700,0.0014286,,,55269,0.000018093,,,0.0010839,0.0001507,1.4175,0.62496,0.0007646561
3503,10.1021/ja400069s,105,6(a),414,Pb0.96Sr0.03Na0.01Se1,Pb0.96Sr0.03Na0.01Se1,750,0.0013333,,,43345,0.000023071,,,0.0011845,0.00017221,1.2802,0.71334,0.0009252461
3503,10.1021/ja400069s,105,6(a),414,Pb0.96Sr0.03Na0.01Se1,Pb0.96Sr0.03Na0.01Se1,800,0.00125,,,34098,0.000029327,,,0.0012851,0.00019318,1.1673,0.80172,0.0011009166
3503,10.1021/ja400069s,105,6(a),414,Pb0.96Sr0.03Na0.01Se1,Pb0.96Sr0.03Na0.01Se1,850,0.0011765,,,27380,0.000036523,,,0.0013857,0.00021287,1.0788,0.8901,0.0012844828
3503,10.1021/ja400069s,105,6(a),414,Pb0.96Sr0.03Na0.01Se1,Pb0.96Sr0.03Na0.01Se1,900,0.0011111,,,23153,0.000043191,,,0.0014863,0.00023058,1.0169,0.97848,0.001461599
3503,10.1021/ja400069s,105,6(a),325,Pb0.97Ba0.02Na0.01Se1,Pb0.97Ba0.02Na0.01Se1,300,0.0033333,,,217390,0.0000046,,,0.00020297,0.000030556,,,
3503,10.1021/ja400069s,105,6(a),325,Pb0.97Ba0.02Na0.01Se1,Pb0.97Ba0.02Na0.01Se1,350,0.0028571,,,181190,0.0000055191,,,0.00042449,0.000037304,2.688,-0.011957,0.0001579204
3503,10.1021/ja400069s,105,6(a),325,Pb0.97Ba0.02Na0.01Se1,Pb0.97Ba0.02Na0.01Se1,400,0.0025,,,150700,0.0000066357,,,0.00051185,0.000049694,2.4068,0.087218,0.0002126683
