sid,DOI,figureid,fignum,sampleid,samplename,composition,Temperature,Inverse temperature,Carrier concentration,Electrical conductivity,Electrical resistivity,Power factor,Seebeck coefficient,Thermal conductivity,ZT,Figure of merit Z
5180,10.1016/j.scriptamat.2006.12.012,26169,1(c),32822,BayCo4Sb12,undefined,0,0,1.8e+27,,,,-0.000060758,,,
5180,10.1016/j.scriptamat.2006.12.012,26169,1(c),32822,BayCo4Sb12,undefined,0,0,1.85e+27,,,,-0.000058234,,,
5180,10.1016/j.scriptamat.2006.12.012,26169,1(c),32823,Ni-doped,undefined,0,0,9e+26,,,,-0.000089086,,,
5180,10.1016/j.scriptamat.2006.12.012,26169,1(c),32823,Ni-doped,undefined,0,0,9.5e+26,,,,-0.000089325,,,
5180,10.1016/j.scriptamat.2006.12.012,26169,1(c),32823,Ni-doped,undefined,0,0,1e+27,,,,-0.000089564,,,
5180,10.1016/j.scriptamat.2006.12.012,26169,1(c),32823,Ni-doped,undefined,0,0,1.05e+27,,,,-0.000089802,,,
5180,10.1016/j.scriptamat.2006.12.012,26169,1(c),32823,Ni-doped,undefined,0,0,1.1e+27,,,,-0.000090041,,,
5180,10.1016/j.scriptamat.2006.12.012,26169,1(c),32823,Ni-doped,undefined,0,0,1.15e+27,,,,-0.00009028,,,
5180,10.1016/j.scriptamat.2006.12.012,26169,1(c),32823,Ni-doped,undefined,0,0,1.2e+27,,,,-0.000090519,,,
5180,10.1016/j.scriptamat.2006.12.012,26169,1(c),32823,Ni-doped,undefined,0,0,1.25e+27,,,,-0.000090758,,,
5180,10.1016/j.scriptamat.2006.12.012,26169,1(c),32823,Ni-doped,undefined,0,0,1.3e+27,,,,-0.000090997,,,
5180,10.1016/j.scriptamat.2006.12.012,26169,1(c),32823,Ni-doped,undefined,0,0,1.35e+27,,,,-0.000091236,,,
5180,10.1016/j.scriptamat.2006.12.012,26169,1(c),32823,Ni-doped,undefined,0,0,1.4e+27,,,,-0.000091475,,,
5180,10.1016/j.scriptamat.2006.12.012,26169,1(c),32823,Ni-doped,undefined,0,0,1.45e+27,,,,-0.000091714,,,
5180,10.1016/j.scriptamat.2006.12.012,26169,1(c),32823,Ni-doped,undefined,0,0,1.5e+27,,,,-0.000091953,,,
5180,10.1016/j.scriptamat.2006.12.012,26169,1(c),32823,Ni-doped,undefined,0,0,1.55e+27,,,,-0.000092192,,,
5180,10.1016/j.scriptamat.2006.12.012,26169,1(c),32823,Ni-doped,undefined,0,0,1.6e+27,,,,-0.00009243,,,
5180,10.1016/j.scriptamat.2006.12.012,26169,1(c),32823,Ni-doped,undefined,0,0,1.65e+27,,,,-0.000092669,,,
5180,10.1016/j.scriptamat.2006.12.012,26169,1(c),32823,Ni-doped,undefined,0,0,1.7e+27,,,,-0.000092908,,,
5180,10.1016/j.scriptamat.2006.12.012,26169,1(c),32823,Ni-doped,undefined,0,0,1.75e+27,,,,-0.000093147,,,
5180,10.1016/j.scriptamat.2006.12.012,26169,1(c),32823,Ni-doped,undefined,0,0,1.8e+27,,,,-0.000093386,,,
5180,10.1016/j.scriptamat.2006.12.012,26169,1(c),32824,Pd-doped,undefined,0,0,9.5e+26,,,,-0.000095254,,,
5180,10.1016/j.scriptamat.2006.12.012,26169,1(c),32824,Pd-doped,undefined,0,0,1e+27,,,,-0.000094569,,,
5180,10.1016/j.scriptamat.2006.12.012,26169,1(c),32824,Pd-doped,undefined,0,0,1.05e+27,,,,-0.000093883,,,
5180,10.1016/j.scriptamat.2006.12.012,26169,1(c),32824,Pd-doped,undefined,0,0,1.1e+27,,,,-0.000093198,,,
5180,10.1016/j.scriptamat.2006.12.012,26169,1(c),32824,Pd-doped,undefined,0,0,1.15e+27,,,,-0.000092512,,,
5180,10.1016/j.scriptamat.2006.12.012,26169,1(c),32824,Pd-doped,undefined,0,0,1.2e+27,,,,-0.000091826,,,
5180,10.1016/j.scriptamat.2006.12.012,26169,1(c),32824,Pd-doped,undefined,0,0,1.25e+27,,,,-0.000091141,,,
5180,10.1016/j.scriptamat.2006.12.012,26169,1(c),32824,Pd-doped,undefined,0,0,1.3e+27,,,,-0.000090455,,,
5180,10.1016/j.scriptamat.2006.12.012,26169,1(c),32824,Pd-doped,undefined,0,0,1.35e+27,,,,-0.00008977,,,
5180,10.1016/j.scriptamat.2006.12.012,26169,1(c),32824,Pd-doped,undefined,0,0,1.4e+27,,,,-0.000089084,,,
5180,10.1016/j.scriptamat.2006.12.012,26169,1(c),32824,Pd-doped,undefined,0,0,1.45e+27,,,,-0.000088398,,,
5180,10.1016/j.scriptamat.2006.12.012,26169,1(c),32824,Pd-doped,undefined,0,0,1.5e+27,,,,-0.000087713,,,
5180,10.1016/j.scriptamat.2006.12.012,26169,1(c),32824,Pd-doped,undefined,0,0,1.55e+27,,,,-0.000087027,,,
5180,10.1016/j.scriptamat.2006.12.012,26169,1(c),32824,Pd-doped,undefined,0,0,1.6e+27,,,,-0.000086342,,,
5180,10.1016/j.scriptamat.2006.12.012,26169,1(c),32824,Pd-doped,undefined,0,0,1.65e+27,,,,-0.000085656,,,
5180,10.1016/j.scriptamat.2006.12.012,26169,1(c),32824,Pd-doped,undefined,0,0,1.7e+27,,,,-0.00008497,,,
5180,10.1016/j.scriptamat.2006.12.012,26169,1(c),32824,Pd-doped,undefined,0,0,1.75e+27,,,,-0.000084285,,,
5180,10.1016/j.scriptamat.2006.12.012,26169,1(c),32824,Pd-doped,undefined,0,0,1.8e+27,,,,-0.000083599,,,
5180,10.1016/j.scriptamat.2006.12.012,26169,1(c),32824,Pd-doped,undefined,0,0,1.85e+27,,,,-0.000082914,,,
5180,10.1016/j.scriptamat.2006.12.012,26169,1(c),32824,Pd-doped,undefined,0,0,1.9e+27,,,,-0.000082228,,,
5180,10.1016/j.scriptamat.2006.12.012,26169,1(c),32824,Pd-doped,undefined,0,0,1.95e+27,,,,-0.000081542,,,
6657,10.1063/1.1433911,3710,1(a),4940,Eu0.2Co4Sb12,Eu0.2Co4Sb12,50,0.02,,239960,0.0000041673,0.00057384,-0.000048902,3.9494,0.0072649,0.000145298
6657,10.1063/1.1433911,3710,1(a),4940,Eu0.2Co4Sb12,Eu0.2Co4Sb12,100,0.01,,188370,0.0000053086,0.0010743,-0.00007552,4.3829,0.024511,0.0002451117
6657,10.1063/1.1433911,3710,1(a),4940,Eu0.2Co4Sb12,Eu0.2Co4Sb12,150,0.0066667,,150840,0.0000066296,0.0015737,-0.00010214,4.8165,0.04901,0.000326731
6657,10.1063/1.1433911,3710,1(a),4940,Eu0.2Co4Sb12,Eu0.2Co4Sb12,200,0.005,,124930,0.0000080046,0.0020712,-0.00012876,5.25,0.078903,0.0003945143
6657,10.1063/1.1433911,3710,1(a),4940,Eu0.2Co4Sb12,Eu0.2Co4Sb12,250,0.004,,107430,0.0000093081,0.0025933,-0.00015537,5.6836,0.11407,0.0004562777
6657,10.1063/1.1433911,3710,1(a),4940,Eu0.2Co4Sb12,Eu0.2Co4Sb12,300,0.0033333,,96025,0.000010414,0.0031804,-0.00018199,6.1172,0.15597,0.0005199111
6657,10.1063/1.1433911,3710,1(a),4941,Eu0.43Co4Sb11.59Ge0.31,Eu0.43Co4Sb11.59Ge0.31,50,0.02,,676860,0.0000014774,0.00049731,-0.000027106,4.8301,0.005148,0.0001029606
6657,10.1063/1.1433911,3710,1(a),4941,Eu0.43Co4Sb11.59Ge0.31,Eu0.43Co4Sb11.59Ge0.31,100,0.01,,525870,0.0000019016,0.00078377,-0.000038606,4.798,0.016335,0.0001633535
6657,10.1063/1.1433911,3710,1(a),4941,Eu0.43Co4Sb11.59Ge0.31,Eu0.43Co4Sb11.59Ge0.31,150,0.0066667,,433280,0.000002308,0.0010878,-0.000050105,4.7659,0.034237,0.0002282465
6657,10.1063/1.1433911,3710,1(a),4941,Eu0.43Co4Sb11.59Ge0.31,Eu0.43Co4Sb11.59Ge0.31,200,0.005,,370820,0.0000026967,0.0014073,-0.000061605,4.7339,0.059456,0.0002972813
6657,10.1063/1.1433911,3710,1(a),4941,Eu0.43Co4Sb11.59Ge0.31,Eu0.43Co4Sb11.59Ge0.31,250,0.004,,325990,0.0000030676,0.0017422,-0.000073104,4.7018,0.092635,0.0003705389
6657,10.1063/1.1433911,3710,1(a),4941,Eu0.43Co4Sb11.59Ge0.31,Eu0.43Co4Sb11.59Ge0.31,300,0.0033333,,292340,0.0000034207,0.0020925,-0.000084604,4.6697,0.13443,0.0004481016
6657,10.1063/1.1433911,3710,1(a),4941,Eu0.43Co4Sb11.59Ge0.31,Eu0.43Co4Sb11.59Ge0.31,350,0.0028571,,266230,0.0000037561,0.0024588,-0.000096103,,,
6657,10.1063/1.1433911,3710,1(a),4941,Eu0.43Co4Sb11.59Ge0.31,Eu0.43Co4Sb11.59Ge0.31,400,0.0025,,245480,0.0000040737,0.0028421,-0.0001076,,,
6657,10.1063/1.1433911,3710,1(a),4941,Eu0.43Co4Sb11.59Ge0.31,Eu0.43Co4Sb11.59Ge0.31,450,0.0022222,,228650,0.0000043735,0.0032434,-0.0001191,,,
6657,10.1063/1.1433911,3710,1(a),4941,Eu0.43Co4Sb11.59Ge0.31,Eu0.43Co4Sb11.59Ge0.31,500,0.002,,214800,0.0000046556,0.0036637,-0.0001306,,,
6657,10.1063/1.1433911,3710,1(a),4941,Eu0.43Co4Sb11.59Ge0.31,Eu0.43Co4Sb11.59Ge0.31,550,0.0018182,,203260,0.0000049199,0.0041043,-0.0001421,,,
6657,10.1063/1.1433911,3710,1(a),4941,Eu0.43Co4Sb11.59Ge0.31,Eu0.43Co4Sb11.59Ge0.31,600,0.0016667,,193550,0.0000051665,0.0045664,-0.0001536,,,
6657,10.1063/1.1433911,3710,1(a),4941,Eu0.43Co4Sb11.59Ge0.31,Eu0.43Co4Sb11.59Ge0.31,650,0.0015385,,185350,0.0000053953,0.0050523,-0.0001651,,,
6657,10.1063/1.1433911,3710,1(a),4941,Eu0.43Co4Sb11.59Ge0.31,Eu0.43Co4Sb11.59Ge0.31,700,0.0014286,,178370,0.0000056063,0.0055629,-0.0001766,,,
6657,10.1063/1.1433911,3710,1(a),4942,Eu0.42Co4Sb11.37Ge0.5,Eu0.42Co4Sb11.37Ge0.5,50,0.02,,360220,0.0000027761,0.00057508,-0.000039956,3.9799,-0.071167,0.0001444961
6657,10.1063/1.1433911,3710,1(a),4942,Eu0.42Co4Sb11.37Ge0.5,Eu0.42Co4Sb11.37Ge0.5,100,0.01,,315130,0.0000031733,0.0009034,-0.000053542,3.8899,0.0094277,0.0002322425
6657,10.1063/1.1433911,3710,1(a),4942,Eu0.42Co4Sb11.37Ge0.5,Eu0.42Co4Sb11.37Ge0.5,150,0.0066667,,280070,0.0000035705,0.001262,-0.000067128,3.7998,0.090022,0.0003321227
6657,10.1063/1.1433911,3710,1(a),4942,Eu0.42Co4Sb11.37Ge0.5,Eu0.42Co4Sb11.37Ge0.5,200,0.005,,252030,0.0000039678,0.001642,-0.000080715,3.7098,0.17062,0.0004426115
6657,10.1063/1.1433911,3710,1(a),4942,Eu0.42Co4Sb11.37Ge0.5,Eu0.42Co4Sb11.37Ge0.5,250,0.004,,229100,0.000004365,0.0020373,-0.000094301,3.6198,0.25121,0.0005628212
6657,10.1063/1.1433911,3710,1(a),4942,Eu0.42Co4Sb11.37Ge0.5,Eu0.42Co4Sb11.37Ge0.5,300,0.0033333,,209990,0.0000047622,0.0024443,-0.00010789,3.5297,0.33181,0.0006924951
6657,10.1063/1.1433911,3710,1(a),4942,Eu0.42Co4Sb11.37Ge0.5,Eu0.42Co4Sb11.37Ge0.5,350,0.0028571,,193820,0.0000051594,0.0028598,-0.00012147,,0.4124,
6657,10.1063/1.1433911,3710,1(a),4942,Eu0.42Co4Sb11.37Ge0.5,Eu0.42Co4Sb11.37Ge0.5,400,0.0025,,179970,0.0000055566,0.0032829,-0.00013506,,0.49299,
6657,10.1063/1.1433911,3710,1(a),4942,Eu0.42Co4Sb11.37Ge0.5,Eu0.42Co4Sb11.37Ge0.5,450,0.0022222,,167960,0.0000059538,0.0037114,-0.00014865,,0.57359,
6657,10.1063/1.1433911,3710,1(a),4942,Eu0.42Co4Sb11.37Ge0.5,Eu0.42Co4Sb11.37Ge0.5,500,0.002,,157460,0.000006351,0.0041441,-0.00016223,,0.65418,
6657,10.1063/1.1433911,3710,1(a),4942,Eu0.42Co4Sb11.37Ge0.5,Eu0.42Co4Sb11.37Ge0.5,550,0.0018182,,148190,0.0000067482,0.0045809,-0.00017582,,0.73478,
6657,10.1063/1.1433911,3710,1(a),4942,Eu0.42Co4Sb11.37Ge0.5,Eu0.42Co4Sb11.37Ge0.5,600,0.0016667,,139950,0.0000071454,0.0050209,-0.00018941,,0.81537,
6657,10.1063/1.1433911,3710,1(a),4942,Eu0.42Co4Sb11.37Ge0.5,Eu0.42Co4Sb11.37Ge0.5,650,0.0015385,,132580,0.0000075427,0.005463,-0.00020299,,0.89597,
6657,10.1063/1.1433911,3710,1(a),4942,Eu0.42Co4Sb11.37Ge0.5,Eu0.42Co4Sb11.37Ge0.5,700,0.0014286,,125950,0.0000079399,0.0059079,-0.00021658,,0.97656,
6657,10.1063/1.1433911,3714,3_inset,4943,Ktotal,Eu0.42Co4Sb11.37Ge0.5,50,0.02,,,,,,4.041,,
6657,10.1063/1.1433911,3714,3_inset,4943,Ktotal,Eu0.42Co4Sb11.37Ge0.5,100,0.01,,,,,,3.9724,,
6657,10.1063/1.1433911,3714,3_inset,4943,Ktotal,Eu0.42Co4Sb11.37Ge0.5,150,0.0066667,,,,,,3.9039,,
6657,10.1063/1.1433911,3714,3_inset,4943,Ktotal,Eu0.42Co4Sb11.37Ge0.5,200,0.005,,,,,,3.8353,,
6657,10.1063/1.1433911,3714,3_inset,4943,Ktotal,Eu0.42Co4Sb11.37Ge0.5,250,0.004,,,,,,3.7668,,
6657,10.1063/1.1433911,3714,3_inset,4943,Ktotal,Eu0.42Co4Sb11.37Ge0.5,300,0.0033333,,,,,,3.6982,,
6657,10.1063/1.1433911,3714,3_inset,4943,Ktotal,Eu0.42Co4Sb11.37Ge0.5,350,0.0028571,,,,,,3.6296,,
6657,10.1063/1.1433911,3714,3_inset,4943,Ktotal,Eu0.42Co4Sb11.37Ge0.5,400,0.0025,,,,,,3.5611,,
6657,10.1063/1.1433911,3714,3_inset,4943,Ktotal,Eu0.42Co4Sb11.37Ge0.5,450,0.0022222,,,,,,3.4925,,
6657,10.1063/1.1433911,3714,3_inset,4943,Ktotal,Eu0.42Co4Sb11.37Ge0.5,500,0.002,,,,,,3.424,,
6657,10.1063/1.1433911,3714,3_inset,4943,Ktotal,Eu0.42Co4Sb11.37Ge0.5,550,0.0018182,,,,,,3.3554,,
6657,10.1063/1.1433911,3714,3_inset,4943,Ktotal,Eu0.42Co4Sb11.37Ge0.5,600,0.0016667,,,,,,3.2868,,
6657,10.1063/1.1433911,3714,3_inset,4943,Ktotal,Eu0.42Co4Sb11.37Ge0.5,650,0.0015385,,,,,,3.2183,,
6657,10.1063/1.1433911,3714,3_inset,4944,Ke,Eu0.42Co4Sb11.37Ge0.5,50,0.02,,,,,,0.60203,,
6657,10.1063/1.1433911,3714,3_inset,4944,Ke,Eu0.42Co4Sb11.37Ge0.5,100,0.01,,,,,,0.74714,,
6657,10.1063/1.1433911,3714,3_inset,4944,Ke,Eu0.42Co4Sb11.37Ge0.5,150,0.0066667,,,,,,0.89224,,
6657,10.1063/1.1433911,3714,3_inset,4944,Ke,Eu0.42Co4Sb11.37Ge0.5,200,0.005,,,,,,1.0373,,
6657,10.1063/1.1433911,3714,3_inset,4944,Ke,Eu0.42Co4Sb11.37Ge0.5,250,0.004,,,,,,1.1824,,
6657,10.1063/1.1433911,3714,3_inset,4944,Ke,Eu0.42Co4Sb11.37Ge0.5,300,0.0033333,,,,,,1.3275,,
6657,10.1063/1.1433911,3714,3_inset,4944,Ke,Eu0.42Co4Sb11.37Ge0.5,350,0.0028571,,,,,,1.4726,,
6657,10.1063/1.1433911,3714,3_inset,4944,Ke,Eu0.42Co4Sb11.37Ge0.5,400,0.0025,,,,,,1.6177,,
6657,10.1063/1.1433911,3714,3_inset,4944,Ke,Eu0.42Co4Sb11.37Ge0.5,450,0.0022222,,,,,,1.7628,,
6657,10.1063/1.1433911,3714,3_inset,4944,Ke,Eu0.42Co4Sb11.37Ge0.5,500,0.002,,,,,,1.9079,,
6657,10.1063/1.1433911,3714,3_inset,4944,Ke,Eu0.42Co4Sb11.37Ge0.5,550,0.0018182,,,,,,2.053,,
6657,10.1063/1.1433911,3714,3_inset,4944,Ke,Eu0.42Co4Sb11.37Ge0.5,600,0.0016667,,,,,,2.1981,,
6657,10.1063/1.1433911,3714,3_inset,4944,Ke,Eu0.42Co4Sb11.37Ge0.5,650,0.0015385,,,,,,2.3432,,
6657,10.1063/1.1433911,3714,3_inset,4945,KL,Eu0.42Co4Sb11.37Ge0.5,50,0.02,,,,,,3.3947,,
6657,10.1063/1.1433911,3714,3_inset,4945,KL,Eu0.42Co4Sb11.37Ge0.5,100,0.01,,,,,,3.1801,,
6657,10.1063/1.1433911,3714,3_inset,4945,KL,Eu0.42Co4Sb11.37Ge0.5,150,0.0066667,,,,,,2.9655,,
6657,10.1063/1.1433911,3714,3_inset,4945,KL,Eu0.42Co4Sb11.37Ge0.5,200,0.005,,,,,,2.7509,,
6657,10.1063/1.1433911,3714,3_inset,4945,KL,Eu0.42Co4Sb11.37Ge0.5,250,0.004,,,,,,2.5363,,
6657,10.1063/1.1433911,3714,3_inset,4945,KL,Eu0.42Co4Sb11.37Ge0.5,300,0.0033333,,,,,,2.3216,,
6657,10.1063/1.1433911,3714,3_inset,4945,KL,Eu0.42Co4Sb11.37Ge0.5,350,0.0028571,,,,,,2.107,,
6657,10.1063/1.1433911,3714,3_inset,4945,KL,Eu0.42Co4Sb11.37Ge0.5,400,0.0025,,,,,,1.8924,,
6657,10.1063/1.1433911,3714,3_inset,4945,KL,Eu0.42Co4Sb11.37Ge0.5,450,0.0022222,,,,,,1.6778,,
6657,10.1063/1.1433911,3714,3_inset,4945,KL,Eu0.42Co4Sb11.37Ge0.5,500,0.002,,,,,,1.4632,,
6657,10.1063/1.1433911,3714,3_inset,4945,KL,Eu0.42Co4Sb11.37Ge0.5,550,0.0018182,,,,,,1.2486,,
6657,10.1063/1.1433911,3714,3_inset,4945,KL,Eu0.42Co4Sb11.37Ge0.5,600,0.0016667,,,,,,1.0339,,
6657,10.1063/1.1433911,3714,3_inset,4945,KL,Eu0.42Co4Sb11.37Ge0.5,650,0.0015385,,,,,,0.81933,,
14623,10.1038/nmat4430,26220,1(a),32891,n-type CoSb3 (this work),undefined,0,0,5e+25,,,,0.00023987,,0.36352,
14623,10.1038/nmat4430,26220,1(a),32891,n-type CoSb3 (this work),undefined,0,0,1e+26,,,,0.00022034,,0.4887,
14623,10.1038/nmat4430,26220,1(a),32891,n-type CoSb3 (this work),undefined,0,0,1.5e+26,,,,0.0002008,,0.61388,
14623,10.1038/nmat4430,26220,1(a),32891,n-type CoSb3 (this work),undefined,0,0,2e+26,,,,0.00018127,,0.73905,
14623,10.1038/nmat4430,26220,1(a),32891,n-type CoSb3 (this work),undefined,0,0,2.5e+26,,,,0.00016174,,0.86423,
14623,10.1038/nmat4430,26220,1(a),32891,n-type CoSb3 (this work),undefined,0,0,3e+26,,,,0.0001422,,0.98941,
14623,10.1038/nmat4430,26220,1(a),32891,n-type CoSb3 (this work),undefined,0,0,3.5e+26,,,,0.00012267,,1.1146,
14623,10.1038/nmat4430,26220,1(a),32891,n-type CoSb3 (this work),undefined,0,0,4e+26,,,,0.00010314,,1.2398,
14623,10.1038/nmat4430,26220,1(a),32891,n-type CoSb3 (this work),undefined,0,0,4.5e+26,,,,0.000083605,,1.3649,
14623,10.1038/nmat4430,26220,1(a),32891,n-type CoSb3 (this work),undefined,0,0,5e+26,,,,0.000064072,,1.4901,
27914,10.1038/nature23667,25166,3(a),31356,MNC00R,undefined,300,0.0033333,,174350,0.0000057356,,,,,
27914,10.1038/nature23667,25166,3(a),31356,MNC00R,undefined,350,0.0028571,,167450,0.0000059719,0.0031594,-0.00013736,2.9618,0.37127,0.0010667162
27914,10.1038/nature23667,25166,3(a),31356,MNC00R,undefined,400,0.0025,,160550,0.0000062286,0.0033208,-0.00014382,2.9207,0.47301,0.0011369877
27914,10.1038/nature23667,25166,3(a),31356,MNC00R,undefined,450,0.0022222,,153650,0.0000065083,0.00347,-0.00015028,2.8795,0.57475,0.0012050703
27914,10.1038/nature23667,25166,3(a),31356,MNC00R,undefined,500,0.002,,146750,0.0000068143,0.0036053,-0.00015674,2.8384,0.67648,0.0012701874
27914,10.1038/nature23667,25166,3(a),31356,MNC00R,undefined,550,0.0018182,,139850,0.0000071505,0.0037253,-0.00016321,2.7973,0.77822,0.0013317485
27914,10.1038/nature23667,25166,3(a),31356,MNC00R,undefined,600,0.0016667,,132950,0.0000075216,0.0038274,-0.00016967,2.7562,0.87996,0.001388651
27914,10.1038/nature23667,25166,3(a),31356,MNC00R,undefined,650,0.0015385,,126050,0.0000079334,0.0039103,-0.00017613,2.715,0.9817,0.0014402578
27914,10.1038/nature23667,25166,3(a),31356,MNC00R,undefined,700,0.0014286,,119150,0.0000083928,0.0039724,-0.00018259,2.6739,1.0834,0.0014856203
27914,10.1038/nature23667,25166,3(a),31356,MNC00R,undefined,750,0.0013333,,112260,0.0000089079,0.0040122,-0.00018905,2.6328,1.1852,0.0015239289
27914,10.1038/nature23667,25166,3(a),31356,MNC00R,undefined,800,0.00125,,105360,0.0000094913,0.0040273,-0.00019551,2.5916,1.2869,0.0015539821
27914,10.1038/nature23667,25166,3(a),31357,MNC01R,undefined,350,0.0028571,,193400,0.0000051706,0.0036997,-0.00013831,2.7882,0.47149,0.0013269134
27914,10.1038/nature23667,25166,3(a),31357,MNC01R,undefined,400,0.0025,,184800,0.0000054113,0.004067,-0.00014835,2.759,0.59334,0.0014740848
27914,10.1038/nature23667,25166,3(a),31357,MNC01R,undefined,450,0.0022222,,176200,0.0000056754,0.0044042,-0.0001581,2.7298,0.71519,0.0016133783
27914,10.1038/nature23667,25166,3(a),31357,MNC01R,undefined,500,0.002,,167600,0.0000059666,0.0046949,-0.00016737,2.7005,0.83704,0.0017385299
27914,10.1038/nature23667,25166,3(a),31357,MNC01R,undefined,550,0.0018182,,159010,0.0000062889,0.0049244,-0.00017598,2.6713,0.9589,0.001843447
27914,10.1038/nature23667,25166,3(a),31357,MNC01R,undefined,600,0.0016667,,150410,0.0000066485,0.0050785,-0.00018375,2.6421,1.0807,0.0019221453
27914,10.1038/nature23667,25166,3(a),31357,MNC01R,undefined,650,0.0015385,,141810,0.0000070517,0.0051458,-0.00019049,2.6128,1.2026,0.0019694581
27914,10.1038/nature23667,25166,3(a),31357,MNC01R,undefined,700,0.0014286,,133210,0.0000075069,0.0051179,-0.00019601,2.5836,1.3245,0.0019809181
27914,10.1038/nature23667,25166,3(a),31357,MNC01R,undefined,750,0.0013333,,124610,0.000008025,0.0049919,-0.00020015,2.5544,1.4463,0.0019542358
27914,10.1038/nature23667,25166,3(a),31357,MNC01R,undefined,800,0.00125,,116020,0.0000086192,0.0047669,-0.0002027,2.5251,1.5682,0.0018878064
27914,10.1038/nature23667,25166,3(a),31357,MNC01R,undefined,850,0.0011765,,107420,0.0000093093,0.0044481,-0.00020349,2.4959,1.69,0.0017821627
27914,10.1038/nature23667,25166,3(a),31358,MNC02R,undefined,350,0.0028571,,192880,0.0000051846,0.0045388,-0.0001534,2.6955,0.597,0.0016838434
27914,10.1038/nature23667,25166,3(a),31358,MNC02R,undefined,400,0.0025,,184700,0.0000054142,0.0047082,-0.00015966,2.6658,0.71921,0.001766149
27914,10.1038/nature23667,25166,3(a),31358,MNC02R,undefined,450,0.0022222,,176520,0.0000056651,0.0048589,-0.00016591,2.6361,0.84143,0.0018432154
27914,10.1038/nature23667,25166,3(a),31358,MNC02R,undefined,500,0.002,,168340,0.0000059404,0.00499,-0.00017217,2.6064,0.96364,0.0019145181
27914,10.1038/nature23667,25166,3(a),31358,MNC02R,undefined,550,0.0018182,,160160,0.0000062438,0.0050985,-0.00017842,2.5767,1.0859,0.0019786937
27914,10.1038/nature23667,25166,3(a),31358,MNC02R,undefined,600,0.0016667,,151980,0.0000065798,0.0051835,-0.00018468,2.547,1.2081,0.0020351394
27914,10.1038/nature23667,25166,3(a),31358,MNC02R,undefined,650,0.0015385,,143800,0.0000069541,0.0052427,-0.00019094,2.5173,1.3303,0.0020826679
27914,10.1038/nature23667,25166,3(a),31358,MNC02R,undefined,700,0.0014286,,135620,0.0000073735,0.0052734,-0.00019719,2.4877,1.4525,0.0021197894
27914,10.1038/nature23667,25166,3(a),31358,MNC02R,undefined,750,0.0013333,,127440,0.0000078468,0.005275,-0.00020345,2.458,1.5747,0.0021460537
27914,10.1038/nature23667,25166,3(a),31358,MNC02R,undefined,800,0.00125,,119260,0.000008385,0.0052443,-0.0002097,2.4283,1.6969,0.002159659
27914,10.1038/nature23667,25167,3(b),31358,MNC02R,undefined,300,0.0033333,,,,,-0.00014714,,,
27914,10.1038/nature23667,25167,3(b),31358,MNC02R,undefined,850,0.0011765,,,,,-0.00021596,,1.8192,
27914,10.1038/nature23667,25166,3(a),31359,MNC03R,undefined,350,0.0028571,,167020,0.0000059873,0.0036244,-0.00014731,2.8093,0.44701,0.0012901435
27914,10.1038/nature23667,25166,3(a),31359,MNC03R,undefined,400,0.0025,,160390,0.0000062348,0.0038092,-0.00015411,2.7683,0.56437,0.0013760069
27914,10.1038/nature23667,25166,3(a),31359,MNC03R,undefined,450,0.0022222,,153760,0.0000065036,0.0039817,-0.00016092,2.7274,0.68172,0.0014598885
27914,10.1038/nature23667,25166,3(a),31359,MNC03R,undefined,500,0.002,,147130,0.0000067967,0.0041388,-0.00016772,2.6864,0.79908,0.0015406492
27914,10.1038/nature23667,25166,3(a),31359,MNC03R,undefined,550,0.0018182,,140500,0.0000071174,0.0042797,-0.00017453,2.6455,0.91644,0.0016177282
27914,10.1038/nature23667,25166,3(a),31359,MNC03R,undefined,600,0.0016667,,133870,0.0000074699,0.0044017,-0.00018133,2.6045,1.0338,0.0016900365
27914,10.1038/nature23667,25166,3(a),31359,MNC03R,undefined,650,0.0015385,,127230,0.0000078598,0.0045035,-0.00018814,2.5636,1.1512,0.0017567093
27914,10.1038/nature23667,25166,3(a),31359,MNC03R,undefined,700,0.0014286,,120600,0.0000082919,0.004583,-0.00019494,2.5227,1.2685,0.0018167043
27914,10.1038/nature23667,25166,3(a),31359,MNC03R,undefined,750,0.0013333,,113970,0.0000087742,0.0046389,-0.00020175,2.4817,1.3859,0.0018692429
27914,10.1038/nature23667,25166,3(a),31359,MNC03R,undefined,800,0.00125,,107340,0.0000093162,0.0046685,-0.00020855,2.4408,1.5032,0.0019126926
27914,10.1038/nature23667,25166,3(a),31359,MNC03R,undefined,850,0.0011765,,100710,0.0000099295,0.0046709,-0.00021536,2.3998,1.6544,0.0019463705
27914,10.1038/nature23667,25167,3(b),31359,MNC03R,undefined,300,0.0033333,,,,,-0.0001405,,,
