sid,DOI,figureid,fignum,sampleid,samplename,composition,Temperature,Carrier mobility,Electrical conductivity,Electrical resistivity,Lattice thermal conductivity,Power factor,Seebeck coefficient,Thermal conductivity,ZT,Figure of merit Z
8671,10.1016/j.intermet.2010.12.001,25151,13,31323,CayFe3CoSb12_ y=0.74,undefined,700,,208060,0.0000048063,,0.0045721,0.00014824,3.8826,0.77596,0.0011775872
8671,10.1016/j.intermet.2010.12.001,25151,13,31323,CayFe3CoSb12_ y=0.74,undefined,750,,199910,0.0000050022,,0.0048134,0.00015517,3.9838,0.83915,0.0012082434
8671,10.1016/j.intermet.2010.12.001,25151,13,31323,CayFe3CoSb12_ y=0.74,undefined,800,,192380,0.0000051981,,,,4.085,0.90234,
8671,10.1016/j.intermet.2010.12.001,25151,13,31324,BayFe3CoSb12_ y=0.74,undefined,300,,231020,0.0000043287,,0.0019768,0.000092502,,,
8671,10.1016/j.intermet.2010.12.001,25151,13,31324,BayFe3CoSb12_ y=0.74,undefined,350,,208440,0.0000047976,,0.0020848,0.00010001,,,
8671,10.1016/j.intermet.2010.12.001,25151,13,31324,BayFe3CoSb12_ y=0.74,undefined,400,,191200,0.0000052302,,0.00221,0.00010751,,,
8671,10.1016/j.intermet.2010.12.001,25151,13,31324,BayFe3CoSb12_ y=0.74,undefined,450,,177740,0.0000056263,,0.0023514,0.00011502,,,
8671,10.1016/j.intermet.2010.12.001,25151,13,31324,BayFe3CoSb12_ y=0.74,undefined,500,,167060,0.0000059859,,0.0025082,0.00012253,2.7135,0.47815,0.0009243413
8671,10.1016/j.intermet.2010.12.001,25151,13,31324,BayFe3CoSb12_ y=0.74,undefined,550,,158500,0.0000063092,,0.0026799,0.00013003,2.7522,0.56496,0.0009737301
8671,10.1016/j.intermet.2010.12.001,25151,13,31324,BayFe3CoSb12_ y=0.74,undefined,600,,151600,0.0000065961,,0.0028679,0.00013754,2.7909,0.65176,0.0010275897
8671,10.1016/j.intermet.2010.12.001,25151,13,31324,BayFe3CoSb12_ y=0.74,undefined,650,,146060,0.0000068465,,0.0030726,0.00014504,2.8296,0.73857,0.0010858779
8671,10.1016/j.intermet.2010.12.001,25151,13,31324,BayFe3CoSb12_ y=0.74,undefined,700,,141630,0.0000070606,,0.0032959,0.00015255,2.8683,0.82537,0.0011490779
8671,10.1016/j.intermet.2010.12.001,25151,13,31324,BayFe3CoSb12_ y=0.74,undefined,750,,138160,0.0000072382,,0.0035395,0.00016006,2.907,0.91217,0.0012175783
8671,10.1016/j.intermet.2010.12.001,25151,13,31324,BayFe3CoSb12_ y=0.74,undefined,800,,135510,0.0000073794,,0.0038046,0.00016756,2.9457,0.99898,0.0012915776
8671,10.1016/j.intermet.2010.12.001,25151,13,31325,MmyFe3CoSb12_ y=0.68,undefined,300,,126820,0.0000078854,,0.0019268,0.00012326,,,
8671,10.1016/j.intermet.2010.12.001,25151,13,31325,MmyFe3CoSb12_ y=0.68,undefined,350,,121600,0.0000082236,,0.0020842,0.00013092,,,
8671,10.1016/j.intermet.2010.12.001,25151,13,31325,MmyFe3CoSb12_ y=0.68,undefined,400,,116800,0.0000085617,,0.0022431,0.00013858,1.6652,0.53882,0.0013470454
8671,10.1016/j.intermet.2010.12.001,25151,13,31325,MmyFe3CoSb12_ y=0.68,undefined,450,,112360,0.0000088999,,0.0024026,0.00014623,1.7164,0.62991,0.0013997903
8671,10.1016/j.intermet.2010.12.001,25151,13,31325,MmyFe3CoSb12_ y=0.68,undefined,500,,108250,0.0000092381,,0.0025636,0.00015389,1.7675,0.79135,0.0014504102
8671,10.1016/j.intermet.2010.12.001,25151,13,31325,MmyFe3CoSb12_ y=0.68,undefined,550,,104420,0.0000095763,,0.0027252,0.00016155,1.8186,0.8721,0.0014985153
8671,10.1016/j.intermet.2010.12.001,25151,13,31325,MmyFe3CoSb12_ y=0.68,undefined,600,,100860,0.0000099145,,0.0028878,0.00016921,1.8698,0.95286,0.0015444433
8671,10.1016/j.intermet.2010.12.001,25151,13,31325,MmyFe3CoSb12_ y=0.68,undefined,650,,97532,0.000010253,,0.0030511,0.00017687,1.9209,1.0336,0.00158837
8671,10.1016/j.intermet.2010.12.001,25151,13,31325,MmyFe3CoSb12_ y=0.68,undefined,700,,94420,0.000010591,,0.0032151,0.00018453,1.972,1.1144,0.0016303753
8671,10.1016/j.intermet.2010.12.001,25151,13,31325,MmyFe3CoSb12_ y=0.68,undefined,750,,91500,0.000010929,,0.0033797,0.00019219,2.0232,1.1951,0.0016704725
8671,10.1016/j.intermet.2010.12.001,25151,13,31325,MmyFe3CoSb12_ y=0.68,undefined,800,,88755,0.000011267,,0.0035449,0.00019985,,1.2759,
8671,10.1016/j.intermet.2010.12.001,25151,13,31326,DDyFe3CoSb12_ y=0.65,undefined,350,,179150,0.000005582,,0.0026125,0.00012076,,,
8671,10.1016/j.intermet.2010.12.001,25151,13,31326,DDyFe3CoSb12_ y=0.65,undefined,400,,172270,0.000005805,,0.002822,0.00012799,,,
8671,10.1016/j.intermet.2010.12.001,25151,13,31326,DDyFe3CoSb12_ y=0.65,undefined,450,,165890,0.000006028,,0.0030328,0.00013521,,,
8671,10.1016/j.intermet.2010.12.001,25151,13,31326,DDyFe3CoSb12_ y=0.65,undefined,500,,159980,0.0000062509,,0.0032459,0.00014244,2.1526,0.84996,0.0015078974
8671,10.1016/j.intermet.2010.12.001,25151,13,31326,DDyFe3CoSb12_ y=0.65,undefined,550,,154470,0.0000064739,,0.0034603,0.00014967,2.2267,0.92041,0.0015540037
8671,10.1016/j.intermet.2010.12.001,25151,13,31326,DDyFe3CoSb12_ y=0.65,undefined,600,,149330,0.0000066968,,0.0036757,0.00015689,2.3008,0.99086,0.0015975748
8671,10.1016/j.intermet.2010.12.001,25151,13,31326,DDyFe3CoSb12_ y=0.65,undefined,650,,144510,0.0000069198,,0.0038924,0.00016412,2.3749,1.0613,0.0016389743
8671,10.1016/j.intermet.2010.12.001,25151,13,31326,DDyFe3CoSb12_ y=0.65,undefined,700,,140000,0.0000071427,,0.00411,0.00017134,2.449,1.1318,0.001678236
8671,10.1016/j.intermet.2010.12.001,25151,13,31326,DDyFe3CoSb12_ y=0.65,undefined,750,,135760,0.0000073657,,0.004329,0.00017857,2.5231,1.2022,0.0017157465
8671,10.1016/j.intermet.2010.12.001,25151,13,31326,DDyFe3CoSb12_ y=0.65,undefined,800,,131770,0.0000075887,,0.0045489,0.0001858,2.5972,1.2727,0.0017514631
8671,10.1016/j.intermet.2010.12.001,25151,13,31327,CayFe4Sb12_ y=0.93,undefined,300,,268610,0.0000037229,,0.0021579,0.000089631,,,
8671,10.1016/j.intermet.2010.12.001,25151,13,31327,CayFe4Sb12_ y=0.93,undefined,350,,256590,0.0000038973,,0.0023918,0.000096548,,,
8671,10.1016/j.intermet.2010.12.001,25151,13,31327,CayFe4Sb12_ y=0.93,undefined,400,,246260,0.0000040607,,0.0026141,0.00010303,,,
8671,10.1016/j.intermet.2010.12.001,25151,13,31327,CayFe4Sb12_ y=0.93,undefined,450,,237350,0.0000042132,,0.0028236,0.00010907,,,
8671,10.1016/j.intermet.2010.12.001,25151,13,31327,CayFe4Sb12_ y=0.93,undefined,500,,229640,0.0000043546,,0.0030201,0.00011468,2.8465,0.53667,0.0010609872
8671,10.1016/j.intermet.2010.12.001,25151,13,31327,CayFe4Sb12_ y=0.93,undefined,550,,222960,0.0000044851,,0.0032026,0.00011985,3.0625,0.58303,0.0010457469
8671,10.1016/j.intermet.2010.12.001,25151,13,31327,CayFe4Sb12_ y=0.93,undefined,600,,217170,0.0000046047,,0.0033711,0.00012459,3.2785,0.62938,0.0010282446
8671,10.1016/j.intermet.2010.12.001,25151,13,31327,CayFe4Sb12_ y=0.93,undefined,650,,212170,0.0000047132,,0.0035242,0.00012888,3.4945,0.67573,0.0010084991
8671,10.1016/j.intermet.2010.12.001,25151,13,31327,CayFe4Sb12_ y=0.93,undefined,700,,207870,0.0000048108,,0.0036627,0.00013274,3.7105,0.72209,0.0009871176
8671,10.1016/j.intermet.2010.12.001,25151,13,31327,CayFe4Sb12_ y=0.93,undefined,750,,204190,0.0000048974,,0.0037861,0.00013617,3.9265,0.76844,0.000964243
8671,10.1016/j.intermet.2010.12.001,25151,13,31327,CayFe4Sb12_ y=0.93,undefined,800,,201090,0.000004973,,0.0038942,0.00013916,4.1425,0.81479,0.0009400604
8671,10.1016/j.intermet.2010.12.001,25151,13,31329,BayFe4Sb12_ y=0.87,undefined,300,,287420,0.0000034792,,0.0017613,0.000078282,,,
8671,10.1016/j.intermet.2010.12.001,25151,13,31329,BayFe4Sb12_ y=0.87,undefined,350,,271100,0.0000036887,,0.0019572,0.000084968,,,
8671,10.1016/j.intermet.2010.12.001,25151,13,31329,BayFe4Sb12_ y=0.87,undefined,400,,256530,0.0000038982,,0.002155,0.000091655,,,
8671,10.1016/j.intermet.2010.12.001,25151,13,31329,BayFe4Sb12_ y=0.87,undefined,450,,243450,0.0000041076,,0.0023544,0.000098341,,,
8671,10.1016/j.intermet.2010.12.001,25151,13,31329,BayFe4Sb12_ y=0.87,undefined,500,,231640,0.0000043171,,0.0025553,0.00010503,3.1117,0.41547,0.000821191
8671,10.1016/j.intermet.2010.12.001,25151,13,31329,BayFe4Sb12_ y=0.87,undefined,550,,220920,0.0000045266,,0.0027569,0.00011171,3.1987,0.4807,0.0008618814
8671,10.1016/j.intermet.2010.12.001,25151,13,31329,BayFe4Sb12_ y=0.87,undefined,600,,211140,0.0000047361,,0.0029599,0.0001184,3.2857,0.54594,0.000900843
8671,10.1016/j.intermet.2010.12.001,25151,13,31329,BayFe4Sb12_ y=0.87,undefined,650,,202200,0.0000049456,,0.0031639,0.00012509,3.3728,0.61117,0.0009380633
8671,10.1016/j.intermet.2010.12.001,25151,13,31329,BayFe4Sb12_ y=0.87,undefined,700,,193980,0.0000051551,,0.0033681,0.00013177,3.4598,0.6764,0.0009734956
8671,10.1016/j.intermet.2010.12.001,25151,13,31329,BayFe4Sb12_ y=0.87,undefined,750,,186410,0.0000053646,,0.0035737,0.00013846,3.5468,0.74163,0.0010075843
8671,10.1016/j.intermet.2010.12.001,25151,13,31329,BayFe4Sb12_ y=0.87,undefined,800,,179400,0.0000055741,,0.0037797,0.00014515,3.6338,0.80686,0.0010401508
8671,10.1016/j.intermet.2010.12.001,25151,13,31330,MmyFe4Sb12_ y=0.86,undefined,300,,299280,0.0000033414,,0.0017372,0.000076187,,,
8671,10.1016/j.intermet.2010.12.001,25151,13,31330,MmyFe4Sb12_ y=0.86,undefined,350,,280650,0.0000035631,,0.002004,0.000084501,,,
8671,10.1016/j.intermet.2010.12.001,25151,13,31330,MmyFe4Sb12_ y=0.86,undefined,400,,264150,0.0000037857,,0.0022756,0.000092816,2.6816,0.33944,0.0008485979
8671,10.1016/j.intermet.2010.12.001,25151,13,31330,MmyFe4Sb12_ y=0.86,undefined,450,,249430,0.0000040091,,0.002551,0.00010113,2.7795,0.41301,0.000917791
8671,10.1016/j.intermet.2010.12.001,25151,13,31330,MmyFe4Sb12_ y=0.86,undefined,500,,236220,0.0000042333,,0.0028298,0.00010945,2.8774,0.51929,0.0009834573
8671,10.1016/j.intermet.2010.12.001,25151,13,31330,MmyFe4Sb12_ y=0.86,undefined,550,,224300,0.0000044584,,0.0031105,0.00011776,2.9752,0.59485,0.0010454759
8671,10.1016/j.intermet.2010.12.001,25151,13,31330,MmyFe4Sb12_ y=0.86,undefined,600,,213480,0.0000046843,,0.0033935,0.00012608,3.0731,0.67041,0.0011042595
8671,10.1016/j.intermet.2010.12.001,25151,13,31330,MmyFe4Sb12_ y=0.86,undefined,650,,203620,0.000004911,,0.0036775,0.00013439,3.171,0.74597,0.0011597288
8671,10.1016/j.intermet.2010.12.001,25151,13,31330,MmyFe4Sb12_ y=0.86,undefined,700,,194610,0.0000051386,,0.0039629,0.0001427,3.2688,0.82153,0.0012123409
8671,10.1016/j.intermet.2010.12.001,25151,13,31330,MmyFe4Sb12_ y=0.86,undefined,750,,186320,0.000005367,,0.0042494,0.00015102,3.3667,0.89708,0.0012621855
8671,10.1016/j.intermet.2010.12.001,25151,13,31330,MmyFe4Sb12_ y=0.86,undefined,800,,178690,0.0000055962,,0.0045362,0.00015933,,,
8671,10.1016/j.intermet.2010.12.001,25151,13,31331,DDyFe4Sb12_ y=0.86,undefined,300,,272900,0.0000036643,,0.0022992,0.000091789,,,
8671,10.1016/j.intermet.2010.12.001,25151,13,31331,DDyFe4Sb12_ y=0.86,undefined,350,,248810,0.0000040192,,0.0024586,0.000099405,,,
8671,10.1016/j.intermet.2010.12.001,25151,13,31331,DDyFe4Sb12_ y=0.86,undefined,400,,227680,0.0000043921,,0.0026077,0.00010702,,,
8671,10.1016/j.intermet.2010.12.001,25151,13,31331,DDyFe4Sb12_ y=0.86,undefined,450,,209470,0.000004774,,0.0027529,0.00011464,,,
8671,10.1016/j.intermet.2010.12.001,25151,13,31331,DDyFe4Sb12_ y=0.86,undefined,500,,194000,0.0000051546,,0.0028993,0.00012225,2.3873,0.65489,0.0012144682
8671,10.1016/j.intermet.2010.12.001,25151,13,31331,DDyFe4Sb12_ y=0.86,undefined,550,,181070,0.0000055227,,0.003054,0.00012987,2.4769,0.72472,0.0012329929
8671,10.1016/j.intermet.2010.12.001,25151,13,31331,DDyFe4Sb12_ y=0.86,undefined,600,,170480,0.0000058658,,0.0032222,0.00013748,2.5665,0.79455,0.0012554841
8671,10.1016/j.intermet.2010.12.001,25151,13,31331,DDyFe4Sb12_ y=0.86,undefined,650,,162070,0.0000061703,,0.0034122,0.0001451,2.6562,0.86438,0.0012846171
8671,10.1016/j.intermet.2010.12.001,25151,13,31331,DDyFe4Sb12_ y=0.86,undefined,700,,155720,0.0000064216,,0.0036319,0.00015272,2.7458,0.93421,0.001322711
8671,10.1016/j.intermet.2010.12.001,25151,13,31331,DDyFe4Sb12_ y=0.86,undefined,750,,151420,0.000006604,,0.0038924,0.00016033,2.8354,1.004,0.0013727869
8671,10.1016/j.intermet.2010.12.001,25151,13,31331,DDyFe4Sb12_ y=0.86,undefined,800,,149240,0.0000067004,,0.0042096,0.00016795,2.925,1.0739,0.0014391795
21244,10.1073/pnas.1617663113,17144,4(F),20540,FeNb0.9Ti0.1Sb,Fe1.00Nb0.89Ti0.1Sb0.99,350,,450190,0.0000022213,,0.007765,0.00012917,10.402,0.25591,0.0007464911
21244,10.1073/pnas.1617663113,17144,4(F),20540,FeNb0.9Ti0.1Sb,Fe1.00Nb0.89Ti0.1Sb0.99,400,,415460,0.000002407,,0.00758,0.00013891,9.9254,0.31617,0.0007636972
21244,10.1073/pnas.1617663113,17144,4(F),20540,FeNb0.9Ti0.1Sb,Fe1.00Nb0.89Ti0.1Sb0.99,450,,380720,0.0000026266,,0.007395,0.00014866,9.4488,0.37642,0.0007826391
21244,10.1073/pnas.1617663113,17144,4(F),20540,FeNb0.9Ti0.1Sb,Fe1.00Nb0.89Ti0.1Sb0.99,500,,345980,0.0000028903,,0.00721,0.0001584,8.9722,0.43668,0.0008035933
21244,10.1073/pnas.1617663113,17144,4(F),20540,FeNb0.9Ti0.1Sb,Fe1.00Nb0.89Ti0.1Sb0.99,550,,311240,0.000003213,,0.007025,0.00016814,8.4956,0.49693,0.0008268986
21244,10.1073/pnas.1617663113,17144,4(F),20540,FeNb0.9Ti0.1Sb,Fe1.00Nb0.89Ti0.1Sb0.99,600,,276500,0.0000036166,,0.0068401,0.00017788,8.019,0.55718,0.0008529867
21244,10.1073/pnas.1617663113,17144,4(F),20540,FeNb0.9Ti0.1Sb,Fe1.00Nb0.89Ti0.1Sb0.99,650,,241770,0.0000041362,,0.0066551,0.00018763,7.5424,0.61744,0.0008823584
21244,10.1073/pnas.1617663113,17144,4(F),20540,FeNb0.9Ti0.1Sb,Fe1.00Nb0.89Ti0.1Sb0.99,700,,207030,0.0000048302,,0.0064701,0.00019737,7.0658,0.67769,0.0009156925
21244,10.1073/pnas.1617663113,17144,4(F),20540,FeNb0.9Ti0.1Sb,Fe1.00Nb0.89Ti0.1Sb0.99,750,,172290,0.0000058042,,0.0062851,0.00020711,6.5892,0.73795,0.0009538487
21244,10.1073/pnas.1617663113,17144,4(F),20540,FeNb0.9Ti0.1Sb,Fe1.00Nb0.89Ti0.1Sb0.99,800,,137550,0.0000072701,,0.0061001,0.00021685,6.1126,0.7982,0.000997955
21244,10.1073/pnas.1617663113,17144,4(F),20540,FeNb0.9Ti0.1Sb,Fe1.00Nb0.89Ti0.1Sb0.99,850,,102810,0.0000097267,,0.0059151,0.0002266,5.636,0.85845,0.0010495209
21244,10.1073/pnas.1617663113,17144,4(F),20540,FeNb0.9Ti0.1Sb,Fe1.00Nb0.89Ti0.1Sb0.99,900,,68075,0.00001469,,0.0057301,0.00023634,5.1594,0.91871,0.0011106136
21244,10.1073/pnas.1617663113,17144,4(F),20540,FeNb0.9Ti0.1Sb,Fe1.00Nb0.89Ti0.1Sb0.99,950,,33337,0.000029997,,0.0055451,0.00024608,4.6828,0.97896,0.001184142
21244,10.1073/pnas.1617663113,17209,4(B),20540,FeNb0.9Ti0.1Sb,Fe1.00Nb0.89Ti0.1Sb0.99,300,,,,,,0.00011943,,,
21244,10.1073/pnas.1617663113,17144,4(F),20640,FeNb.7Ti0.3Sb,Fe1.02Nb0.69Ti0.3Sb0.98,350,,384360,0.0000026017,,0.0036909,0.000098097,6.2388,0.19751,0.0005916042
21244,10.1073/pnas.1617663113,17144,4(F),20640,FeNb.7Ti0.3Sb,Fe1.02Nb0.69Ti0.3Sb0.98,400,,361630,0.0000027653,,0.0037835,0.00010543,6.0695,0.26213,0.0006233627
21244,10.1073/pnas.1617663113,17144,4(F),20640,FeNb.7Ti0.3Sb,Fe1.02Nb0.69Ti0.3Sb0.98,450,,338900,0.0000029507,,0.0038762,0.00011276,5.9001,0.32675,0.0006569719
21244,10.1073/pnas.1617663113,17144,4(F),20640,FeNb.7Ti0.3Sb,Fe1.02Nb0.69Ti0.3Sb0.98,500,,316170,0.0000031629,,0.0039689,0.0001201,5.7308,0.39137,0.000692556
21244,10.1073/pnas.1617663113,17144,4(F),20640,FeNb.7Ti0.3Sb,Fe1.02Nb0.69Ti0.3Sb0.98,550,,293440,0.0000034079,,0.0040615,0.00012743,5.5614,0.45599,0.0007303017
21244,10.1073/pnas.1617663113,17144,4(F),20640,FeNb.7Ti0.3Sb,Fe1.02Nb0.69Ti0.3Sb0.98,600,,270710,0.000003694,,0.0041542,0.00013476,5.3921,0.52061,0.0007704234
21244,10.1073/pnas.1617663113,17144,4(F),20640,FeNb.7Ti0.3Sb,Fe1.02Nb0.69Ti0.3Sb0.98,650,,247980,0.0000040326,,0.0042468,0.00014209,5.2227,0.58523,0.0008131426
21244,10.1073/pnas.1617663113,17144,4(F),20640,FeNb.7Ti0.3Sb,Fe1.02Nb0.69Ti0.3Sb0.98,700,,225240,0.0000044397,,0.0043395,0.00014943,5.0534,0.64986,0.0008587288
21244,10.1073/pnas.1617663113,17144,4(F),20640,FeNb.7Ti0.3Sb,Fe1.02Nb0.69Ti0.3Sb0.98,750,,202510,0.000004938,,0.0044322,0.00015676,4.884,0.71448,0.0009074939
21244,10.1073/pnas.1617663113,17144,4(F),20640,FeNb.7Ti0.3Sb,Fe1.02Nb0.69Ti0.3Sb0.98,800,,179780,0.0000055624,,0.0045248,0.00016409,4.7147,0.7791,0.0009597217
21244,10.1073/pnas.1617663113,17144,4(F),20640,FeNb.7Ti0.3Sb,Fe1.02Nb0.69Ti0.3Sb0.98,850,,157050,0.0000063674,,0.0046175,0.00017143,4.5453,0.84372,0.0010158845
21244,10.1073/pnas.1617663113,17144,4(F),20640,FeNb.7Ti0.3Sb,Fe1.02Nb0.69Ti0.3Sb0.98,900,,134320,0.0000074449,,0.0047101,0.00017876,4.376,0.90834,0.0010763483
21244,10.1073/pnas.1617663113,17144,4(F),20640,FeNb.7Ti0.3Sb,Fe1.02Nb0.69Ti0.3Sb0.98,950,,111590,0.0000089614,,0.0048028,0.00018609,4.2066,0.97296,0.0011417297
21244,10.1073/pnas.1617663113,17144,4(F),20641,FeNb0.6Ti0.4Sb,Fe1.03Nb0.95Ti0.04Sb0.98,350,,209550,0.0000047721,,0.0082603,0.00019235,11.686,0.26639,0.0007068544
21244,10.1073/pnas.1617663113,17144,4(F),20641,FeNb0.6Ti0.4Sb,Fe1.03Nb0.95Ti0.04Sb0.98,400,,193090,0.0000051789,,0.0079144,0.00020479,11.198,0.29787,0.0007067691
21244,10.1073/pnas.1617663113,17144,4(F),20641,FeNb0.6Ti0.4Sb,Fe1.03Nb0.95Ti0.04Sb0.98,450,,176630,0.0000056616,,0.0075686,0.00021685,10.709,0.32936,0.0007067513
21244,10.1073/pnas.1617663113,17144,4(F),20641,FeNb0.6Ti0.4Sb,Fe1.03Nb0.95Ti0.04Sb0.98,500,,160180,0.000006243,,0.0072227,0.00022752,10.221,0.36085,0.000706653
21244,10.1073/pnas.1617663113,17144,4(F),20641,FeNb0.6Ti0.4Sb,Fe1.03Nb0.95Ti0.04Sb0.98,550,,143720,0.000006958,,0.0068768,0.00023663,9.732,0.39234,0.0007066173
21244,10.1073/pnas.1617663113,17144,4(F),20641,FeNb0.6Ti0.4Sb,Fe1.03Nb0.95Ti0.04Sb0.98,600,,127260,0.0000078579,,0.006531,0.00024457,9.2436,0.42383,0.0007065429
21244,10.1073/pnas.1617663113,17144,4(F),20641,FeNb0.6Ti0.4Sb,Fe1.03Nb0.95Ti0.04Sb0.98,650,,110800,0.0000090253,,0.0061851,0.00025204,8.7551,0.45531,0.0007064568
21244,10.1073/pnas.1617663113,17144,4(F),20641,FeNb0.6Ti0.4Sb,Fe1.03Nb0.95Ti0.04Sb0.98,700,,94346,0.000010599,,0.0058392,0.00025984,8.2666,0.4868,0.0007063605
21244,10.1073/pnas.1617663113,17144,4(F),20641,FeNb0.6Ti0.4Sb,Fe1.03Nb0.95Ti0.04Sb0.98,750,,77889,0.000012839,,0.0054934,0.00026858,7.7781,0.51829,0.000706265
21244,10.1073/pnas.1617663113,17144,4(F),20641,FeNb0.6Ti0.4Sb,Fe1.03Nb0.95Ti0.04Sb0.98,800,,61432,0.000016278,,0.0051475,0.00027848,7.2896,0.54978,0.000706143
21244,10.1073/pnas.1617663113,17144,4(F),20641,FeNb0.6Ti0.4Sb,Fe1.03Nb0.95Ti0.04Sb0.98,850,,44975,0.000022235,,0.0048016,0.0002891,6.8011,0.58126,0.0007060034
21244,10.1073/pnas.1617663113,17144,4(F),20641,FeNb0.6Ti0.4Sb,Fe1.03Nb0.95Ti0.04Sb0.98,900,,28517,0.000035067,,0.0044558,0.00029911,6.3126,0.61275,0.0007058581
21244,10.1073/pnas.1617663113,17144,4(F),20641,FeNb0.6Ti0.4Sb,Fe1.03Nb0.95Ti0.04Sb0.98,950,,12060,0.000082919,,0.0041099,0.00030604,5.8241,0.64424,0.0007056713
21244,10.1073/pnas.1617663113,17144,4(F),20642,FeNb0.95Ti0.05Sb,Fe1.01Nb0.94Ti0.05Sb0.99,350,,272130,0.0000036747,,0.0099392,0.00019007,11.539,0.32893,0.0008613571
21244,10.1073/pnas.1617663113,17144,4(F),20642,FeNb0.95Ti0.05Sb,Fe1.01Nb0.94Ti0.05Sb0.99,400,,250330,0.0000039947,,0.0095162,0.00020002,11.067,0.36599,0.0008598717
21244,10.1073/pnas.1617663113,17144,4(F),20642,FeNb0.95Ti0.05Sb,Fe1.01Nb0.94Ti0.05Sb0.99,450,,228530,0.0000043758,,0.0090933,0.00020997,10.595,0.40305,0.0008582633
21244,10.1073/pnas.1617663113,17144,4(F),20642,FeNb0.95Ti0.05Sb,Fe1.01Nb0.94Ti0.05Sb0.99,500,,206740,0.000004837,,0.0086703,0.00021993,10.123,0.44012,0.0008564951
21244,10.1073/pnas.1617663113,17144,4(F),20642,FeNb0.95Ti0.05Sb,Fe1.01Nb0.94Ti0.05Sb0.99,550,,184940,0.0000054072,,0.0082474,0.00022988,9.6515,0.47718,0.00085452
21244,10.1073/pnas.1617663113,17144,4(F),20642,FeNb0.95Ti0.05Sb,Fe1.01Nb0.94Ti0.05Sb0.99,600,,163140,0.0000061297,,0.0078245,0.00023983,9.1797,0.51424,0.0008523699
21244,10.1073/pnas.1617663113,17144,4(F),20642,FeNb0.95Ti0.05Sb,Fe1.01Nb0.94Ti0.05Sb0.99,650,,141340,0.0000070751,,0.0074015,0.00024979,8.7079,0.5513,0.0008499753
21244,10.1073/pnas.1617663113,17144,4(F),20642,FeNb0.95Ti0.05Sb,Fe1.01Nb0.94Ti0.05Sb0.99,700,,119540,0.0000083654,,0.0069786,0.00025974,8.2362,0.58836,0.0008473082
21244,10.1073/pnas.1617663113,17144,4(F),20642,FeNb0.95Ti0.05Sb,Fe1.01Nb0.94Ti0.05Sb0.99,750,,97742,0.000010231,,0.0065556,0.00026969,7.7644,0.62543,0.0008443151
21244,10.1073/pnas.1617663113,17144,4(F),20642,FeNb0.95Ti0.05Sb,Fe1.01Nb0.94Ti0.05Sb0.99,800,,75944,0.000013168,,0.0061327,0.00027965,7.2926,0.66249,0.0008409484
21244,10.1073/pnas.1617663113,17144,4(F),20642,FeNb0.95Ti0.05Sb,Fe1.01Nb0.94Ti0.05Sb0.99,850,,54145,0.000018469,,0.0057097,0.0002896,6.8208,0.69955,0.0008371012
21244,10.1073/pnas.1617663113,17144,4(F),20642,FeNb0.95Ti0.05Sb,Fe1.01Nb0.94Ti0.05Sb0.99,900,,32346,0.000030916,,0.0052868,0.00029955,6.3491,0.73661,0.0008326849
21244,10.1073/pnas.1617663113,17144,4(F),20642,FeNb0.95Ti0.05Sb,Fe1.01Nb0.94Ti0.05Sb0.99,950,,10547,0.000094814,,0.0048638,0.00030951,5.8773,0.77368,0.0008275569
21244,10.1073/pnas.1617663113,17209,4(B),20642,FeNb0.95Ti0.05Sb,Fe1.01Nb0.94Ti0.05Sb0.99,300,,,,,,0.00018011,,,
21244,10.1073/pnas.1617663113,17144,4(F),20643,FeNb0.94Ti0.06Sb,Fe1.01Nb0.93Ti0.06Sb0.99,350,,318640,0.0000031383,,0.0090037,0.00016585,11.467,0.28246,0.0007851836
21244,10.1073/pnas.1617663113,17144,4(F),20643,FeNb0.94Ti0.06Sb,Fe1.01Nb0.93Ti0.06Sb0.99,400,,293410,0.0000034082,,0.0086378,0.00017575,10.996,0.3196,0.0007855402
21244,10.1073/pnas.1617663113,17144,4(F),20643,FeNb0.94Ti0.06Sb,Fe1.01Nb0.93Ti0.06Sb0.99,450,,268180,0.0000037288,,0.008272,0.00018564,10.524,0.35674,0.0007860129
21244,10.1073/pnas.1617663113,17144,4(F),20643,FeNb0.94Ti0.06Sb,Fe1.01Nb0.93Ti0.06Sb0.99,500,,242950,0.0000041161,,0.0079062,0.00019554,10.053,0.39388,0.0007864518
21244,10.1073/pnas.1617663113,17144,4(F),20643,FeNb0.94Ti0.06Sb,Fe1.01Nb0.93Ti0.06Sb0.99,550,,217720,0.0000045931,,0.0075404,0.00020544,9.5817,0.43103,0.0007869585
21244,10.1073/pnas.1617663113,17144,4(F),20643,FeNb0.94Ti0.06Sb,Fe1.01Nb0.93Ti0.06Sb0.99,600,,192490,0.0000051951,,0.0071746,0.00021533,9.1103,0.46817,0.0007875262
21244,10.1073/pnas.1617663113,17144,4(F),20643,FeNb0.94Ti0.06Sb,Fe1.01Nb0.93Ti0.06Sb0.99,650,,167260,0.0000059787,,0.0068088,0.00022523,8.639,0.50531,0.0007881468
21244,10.1073/pnas.1617663113,17144,4(F),20643,FeNb0.94Ti0.06Sb,Fe1.01Nb0.93Ti0.06Sb0.99,700,,142020,0.0000070413,,0.0064429,0.00023512,8.1676,0.54245,0.0007888364
