sid,DOI,figureid,fignum,sampleid,samplename,composition,Temperature,Carrier concentration,Electrical conductivity,Hall movility,Seebeck coefficient,Thermal conductivity,ZT,hall density,Electrical resistivity,Power factor,Figure of merit Z
6898,10.1063/1.4870509,24997,2(a),31143,Ag2Se(1+x)_ x=0.04,undefined,325,8.8186e+24,209620,0.13789,-0.00011269,1.4123,0.59066,,0.0000047705,0.0026619719,0.0018848488
6898,10.1063/1.4870509,24997,2(a),31143,Ag2Se(1+x)_ x=0.04,undefined,330,9.0656e+24,211050,0.13801,-0.00011046,1.4231,0.57626,,0.0000047382,0.0025751079,0.001809506
6898,10.1063/1.4870509,24997,2(a),31143,Ag2Se(1+x)_ x=0.04,undefined,335,9.3126e+24,212480,0.13814,-0.00010822,1.4338,0.56186,,0.0000047063,0.0024884741,0.0017355796
6898,10.1063/1.4870509,24997,2(a),31143,Ag2Se(1+x)_ x=0.04,undefined,340,9.5597e+24,213920,0.13826,-0.00010598,1.4446,0.54746,,0.0000046746,0.0024026982,0.0016632273
6898,10.1063/1.4870509,24997,2(a),31143,Ag2Se(1+x)_ x=0.04,undefined,345,9.8067e+24,215350,0.13838,-0.00010374,1.4554,0.53306,,0.0000046436,0.002317594,0.0015924104
6898,10.1063/1.4870509,24997,2(a),31143,Ag2Se(1+x)_ x=0.04,undefined,350,1.0054e+25,216790,0.1385,-0.0001015,1.4661,0.51866,,0.0000046128,0.0022334248,0.0015233782
6898,10.1063/1.4870509,24997,2(a),31143,Ag2Se(1+x)_ x=0.04,undefined,355,1.0301e+25,218220,0.13863,-0.000099267,1.4769,0.50425,,0.0000045825,0.0021503262,0.0014559728
6898,10.1063/1.4870509,24997,2(a),31143,Ag2Se(1+x)_ x=0.04,undefined,360,1.0548e+25,219660,0.13875,-0.000097029,1.4877,0.48985,,0.0000045525,0.0020680169,0.0013900766
6898,10.1063/1.4870509,24997,2(a),31143,Ag2Se(1+x)_ x=0.04,undefined,365,1.0795e+25,221090,0.13887,-0.000094791,1.4985,0.47545,,0.000004523,0.0019865674,0.001325704
6898,10.1063/1.4870509,24997,2(a),31143,Ag2Se(1+x)_ x=0.04,undefined,370,1.1042e+25,222520,0.13899,-0.000092553,1.5092,0.46105,,0.000004494,0.0019061192,0.0012629997
6898,10.1063/1.4870509,24997,2(a),31143,Ag2Se(1+x)_ x=0.04,undefined,375,1.1289e+25,223960,0.13912,-0.000090315,1.52,0.44665,,0.0000044651,0.0018267968,0.00120184
6898,10.1063/1.4870509,24997,2(a),31143,Ag2Se(1+x)_ x=0.04,undefined,380,1.1536e+25,225390,0.13924,-0.000088077,1.5308,0.43225,,0.0000044368,0.001748476,0.0011421975
6898,10.1063/1.4870509,24997,2(a),31143,Ag2Se(1+x)_ x=0.04,undefined,385,,226830,,-0.000085839,1.5415,0.41785,,0.0000044086,0.0016713592,0.0010842421
6898,10.1063/1.4870509,24997,2(a),31143,Ag2Se(1+x)_ x=0.04,undefined,390,,228260,,-0.000083601,1.5523,0.40345,,0.000004381,0.0015953382,0.0010277254
6898,10.1063/1.4870509,24997,2(a),31143,Ag2Se(1+x)_ x=0.04,undefined,395,,229690,,-0.000081363,1.5631,0.38905,,0.0000043537,0.0015205335,0.0009727679
6898,10.1063/1.4870509,24997,2(a),31143,Ag2Se(1+x)_ x=0.04,undefined,400,,231130,,-0.000079125,1.5739,0.37464,,0.0000043266,0.0014470508,0.0009194045
6898,10.1063/1.4870509,24997,2(a),31143,Ag2Se(1+x)_ x=0.04,undefined,405,,232560,,-0.000076887,1.5846,0.36024,,0.0000043,0.0013748042,0.0008676033
6898,10.1063/1.4870509,24997,2(a),31143,Ag2Se(1+x)_ x=0.04,undefined,410,,234000,,-0.000074649,1.5954,0.34584,,0.0000042735,0.0013039587,0.000817324
6898,10.1063/1.4870509,24997,2(a),31143,Ag2Se(1+x)_ x=0.04,undefined,415,,235430,,-0.000072411,1.6062,0.33144,,0.0000042475,0.0012344426,0.0007685485
6898,10.1063/1.4870509,24997,2(a),31143,Ag2Se(1+x)_ x=0.04,undefined,420,,236870,,-0.000070173,1.6169,0.31704,,0.0000042217,0.0011664071,0.0007213848
6898,10.1063/1.4870509,25000,3(b),31143,Ag2Se(1+x)_ x=0.04,undefined,300,,,0.13728,,,,,,,
6898,10.1063/1.4870509,26107,4(a),31143,Ag2Se(1+x)_ x=0.04,undefined,,,,,-0.0001129,,,7.5e+24,,,
6898,10.1063/1.4870509,26107,4(a),31143,Ag2Se(1+x)_ x=0.04,undefined,,,,,-0.00010822,,,8e+24,,,
6898,10.1063/1.4870509,26107,4(a),31143,Ag2Se(1+x)_ x=0.04,undefined,,,,,-0.00010354,,,8.5e+24,,,
6898,10.1063/1.4870509,26107,4(a),31143,Ag2Se(1+x)_ x=0.04,undefined,,,,,-0.000098856,,,9e+24,,,
6898,10.1063/1.4870509,26107,4(a),31143,Ag2Se(1+x)_ x=0.04,undefined,,,,,-0.000094175,,,9.5e+24,,,
6898,10.1063/1.4870509,26107,4(a),31143,Ag2Se(1+x)_ x=0.04,undefined,,,,,-0.000089493,,,1e+25,,,
6898,10.1063/1.4870509,26107,4(a),31143,Ag2Se(1+x)_ x=0.04,undefined,,,,,-0.000084812,,,1.05e+25,,,
6898,10.1063/1.4870509,26107,4(a),31143,Ag2Se(1+x)_ x=0.04,undefined,,,,,-0.00008013,,,1.1e+25,,,
6898,10.1063/1.4870509,26107,4(a),31143,Ag2Se(1+x)_ x=0.04,undefined,,,,,-0.000075449,,,1.15e+25,,,
6898,10.1063/1.4870509,26107,4(a),31143,Ag2Se(1+x)_ x=0.04,undefined,,,,,-0.000070768,,,1.2e+25,,,
6898,10.1063/1.4870509,26107,4(a),31143,Ag2Se(1+x)_ x=0.04,undefined,,,,,-0.000066086,,,1.25e+25,,,
6898,10.1063/1.4870509,24997,2(a),31144,Ag2Se(1+x)_ x=0.06,undefined,305,5.8137e+24,163510,0.14113,-0.00015284,1.1483,0.9721,,0.0000061158,0.0038196043,0.0033263122
6898,10.1063/1.4870509,24997,2(a),31144,Ag2Se(1+x)_ x=0.06,undefined,310,6.1411e+24,165530,0.14079,-0.00014914,1.1499,0.94588,,0.0000060412,0.0036818407,0.003201879
6898,10.1063/1.4870509,24997,2(a),31144,Ag2Se(1+x)_ x=0.06,undefined,315,6.4684e+24,167560,0.14044,-0.00014543,1.1516,0.91967,,0.000005968,0.0035438747,0.0030773487
6898,10.1063/1.4870509,24997,2(a),31144,Ag2Se(1+x)_ x=0.06,undefined,320,6.7958e+24,169580,0.1401,-0.00014172,1.1532,0.89345,,0.0000058969,0.0034059394,0.0029534681
6898,10.1063/1.4870509,24997,2(a),31144,Ag2Se(1+x)_ x=0.06,undefined,325,7.1232e+24,171600,0.13976,-0.00013801,1.1549,0.86724,,0.0000058275,0.003268424,0.0028300494
6898,10.1063/1.4870509,24997,2(a),31144,Ag2Se(1+x)_ x=0.06,undefined,330,7.4505e+24,173620,0.13941,-0.0001343,1.1565,0.84103,,0.0000057597,0.0031314954,0.0027077349
6898,10.1063/1.4870509,24997,2(a),31144,Ag2Se(1+x)_ x=0.06,undefined,335,7.7779e+24,175640,0.13907,-0.00013059,1.1582,0.81481,,0.0000056935,0.0029953203,0.0025861857
6898,10.1063/1.4870509,24997,2(a),31144,Ag2Se(1+x)_ x=0.06,undefined,340,8.1052e+24,177660,0.13873,-0.00012688,1.1598,0.7886,,0.0000056287,0.0028600656,0.002465999
6898,10.1063/1.4870509,24997,2(a),31144,Ag2Se(1+x)_ x=0.06,undefined,345,8.4326e+24,179680,0.13838,-0.00012317,1.1614,0.76238,,0.0000055654,0.0027258981,0.0023470795
6898,10.1063/1.4870509,24997,2(a),31144,Ag2Se(1+x)_ x=0.06,undefined,350,8.76e+24,181700,0.13804,-0.00011947,1.1631,0.73617,,0.0000055036,0.0025934188,0.0022297471
6898,10.1063/1.4870509,24997,2(a),31144,Ag2Se(1+x)_ x=0.06,undefined,355,9.0873e+24,183720,0.1377,-0.00011576,1.1647,0.70995,,0.0000054431,0.0024619174,0.0021137781
6898,10.1063/1.4870509,24997,2(a),31144,Ag2Se(1+x)_ x=0.06,undefined,360,9.4147e+24,185740,0.13735,-0.00011205,1.1664,0.68374,,0.0000053839,0.0023320033,0.001999317
6898,10.1063/1.4870509,24997,2(a),31144,Ag2Se(1+x)_ x=0.06,undefined,365,9.742e+24,187760,0.13701,-0.00010834,1.168,0.65753,,0.0000053259,0.0022038434,0.0018868523
6898,10.1063/1.4870509,24997,2(a),31144,Ag2Se(1+x)_ x=0.06,undefined,370,1.0069e+25,189780,0.13667,-0.00010463,1.1697,0.63131,,0.0000052693,0.0020776046,0.0017761858
6898,10.1063/1.4870509,24997,2(a),31144,Ag2Se(1+x)_ x=0.06,undefined,375,1.0397e+25,191800,0.13632,-0.00010092,1.1713,0.6051,,0.0000052138,0.0019534535,0.0016677653
6898,10.1063/1.4870509,24997,2(a),31144,Ag2Se(1+x)_ x=0.06,undefined,380,1.0724e+25,193830,0.13598,-0.000097213,1.173,0.57888,,0.0000051592,0.0018317647,0.0015616067
6898,10.1063/1.4870509,24997,2(a),31144,Ag2Se(1+x)_ x=0.06,undefined,385,,195850,,-0.000093504,1.1746,0.55267,,0.0000051059,0.0017123162,0.0014577866
6898,10.1063/1.4870509,24997,2(a),31144,Ag2Se(1+x)_ x=0.06,undefined,390,,197870,,-0.000089795,1.1763,0.52645,,0.0000050538,0.0015954539,0.0013563325
6898,10.1063/1.4870509,24997,2(a),31144,Ag2Se(1+x)_ x=0.06,undefined,395,,199890,,-0.000086086,1.1779,0.50024,,0.0000050028,0.0014813447,0.001257615
6898,10.1063/1.4870509,24997,2(a),31144,Ag2Se(1+x)_ x=0.06,undefined,400,,201910,,-0.000082377,1.1795,0.47403,,0.0000049527,0.0013701552,0.0011616407
6898,10.1063/1.4870509,24997,2(a),31144,Ag2Se(1+x)_ x=0.06,undefined,405,,203930,,-0.000078669,1.1812,0.44781,,0.0000049036,0.0012620843,0.0010684764
6898,10.1063/1.4870509,24997,2(a),31144,Ag2Se(1+x)_ x=0.06,undefined,410,,205950,,-0.00007496,1.1828,0.4216,,0.0000048555,0.0011572334,0.0009783847
6898,10.1063/1.4870509,24997,2(a),31144,Ag2Se(1+x)_ x=0.06,undefined,415,,207970,,-0.000071251,1.1845,0.39538,,0.0000048084,0.0010558023,0.0008913485
6898,10.1063/1.4870509,24997,2(a),31144,Ag2Se(1+x)_ x=0.06,undefined,420,,209990,,-0.000067542,1.1861,0.36917,,0.0000047621,0.000957958,0.0008076536
6898,10.1063/1.4870509,24999,3(a),31144,Ag2Se(1+x)_ x=0.06,undefined,300,5.4864e+24,,0.14147,,,,,,,
6898,10.1063/1.4870509,26107,4(a),31144,Ag2Se(1+x)_ x=0.06,undefined,,,,,-0.0001405,,,5.5e+24,,,
6898,10.1063/1.4870509,26107,4(a),31144,Ag2Se(1+x)_ x=0.06,undefined,,,,,-0.0001348,,,6e+24,,,
6898,10.1063/1.4870509,26107,4(a),31144,Ag2Se(1+x)_ x=0.06,undefined,,,,,-0.0001291,,,6.5e+24,,,
6898,10.1063/1.4870509,26107,4(a),31144,Ag2Se(1+x)_ x=0.06,undefined,,,,,-0.0001234,,,7e+24,,,
6898,10.1063/1.4870509,26107,4(a),31144,Ag2Se(1+x)_ x=0.06,undefined,,,,,-0.00011771,,,7.5e+24,,,
6898,10.1063/1.4870509,26107,4(a),31144,Ag2Se(1+x)_ x=0.06,undefined,,,,,-0.00011201,,,8e+24,,,
6898,10.1063/1.4870509,26107,4(a),31144,Ag2Se(1+x)_ x=0.06,undefined,,,,,-0.00010631,,,8.5e+24,,,
6898,10.1063/1.4870509,26107,4(a),31144,Ag2Se(1+x)_ x=0.06,undefined,,,,,-0.00010061,,,9e+24,,,
6898,10.1063/1.4870509,26107,4(a),31144,Ag2Se(1+x)_ x=0.06,undefined,,,,,-0.000094909,,,9.5e+24,,,
6898,10.1063/1.4870509,26107,4(a),31144,Ag2Se(1+x)_ x=0.06,undefined,,,,,-0.00008921,,,1e+25,,,
6898,10.1063/1.4870509,26107,4(a),31144,Ag2Se(1+x)_ x=0.06,undefined,,,,,-0.000083511,,,1.05e+25,,,
6898,10.1063/1.4870509,26107,4(a),31144,Ag2Se(1+x)_ x=0.06,undefined,,,,,-0.000077812,,,1.1e+25,,,
6898,10.1063/1.4870509,24997,2(a),31145,Ag2Se(1+x)_ x=0.08,undefined,305,5.9394e+24,124130,0.11279,-0.00015186,1.1858,0.69659,,0.0000080561,0.002862619,0.0024140825
6898,10.1063/1.4870509,24997,2(a),31145,Ag2Se(1+x)_ x=0.08,undefined,310,6.2787e+24,124850,0.11105,-0.00015007,1.186,0.69859,,0.0000080096,0.0028117475,0.002370782
6898,10.1063/1.4870509,24997,2(a),31145,Ag2Se(1+x)_ x=0.08,undefined,315,6.6179e+24,125570,0.10932,-0.00014827,1.1862,0.70059,,0.0000079637,0.00276053,0.0023272045
6898,10.1063/1.4870509,24997,2(a),31145,Ag2Se(1+x)_ x=0.08,undefined,320,6.9572e+24,126300,0.10759,-0.00014647,1.1864,0.70259,,0.0000079177,0.0027095721,0.0022838605
6898,10.1063/1.4870509,24997,2(a),31145,Ag2Se(1+x)_ x=0.08,undefined,325,7.2965e+24,127020,0.10585,-0.00014468,1.1866,0.70458,,0.0000078728,0.0026588211,0.0022407054
6898,10.1063/1.4870509,24997,2(a),31145,Ag2Se(1+x)_ x=0.08,undefined,330,7.6357e+24,127740,0.10412,-0.00014288,1.1868,0.70658,,0.0000078284,0.0026077731,0.0021973147
6898,10.1063/1.4870509,24997,2(a),31145,Ag2Se(1+x)_ x=0.08,undefined,335,7.975e+24,128460,0.10238,-0.00014108,1.187,0.70858,,0.0000077845,0.0025568121,0.0021540119
6898,10.1063/1.4870509,24997,2(a),31145,Ag2Se(1+x)_ x=0.08,undefined,340,8.3143e+24,129180,0.10065,-0.00013929,1.1872,0.71058,,0.0000077411,0.0025063121,0.002111112
6898,10.1063/1.4870509,24997,2(a),31145,Ag2Se(1+x)_ x=0.08,undefined,345,8.6535e+24,129900,0.098918,-0.00013749,1.1874,0.71258,,0.0000076982,0.0024555647,0.0020680181
6898,10.1063/1.4870509,24997,2(a),31145,Ag2Se(1+x)_ x=0.08,undefined,350,8.9928e+24,130630,0.097184,-0.0001357,1.1876,0.71458,,0.0000076552,0.0024054848,0.0020255009
